State,Week,Deaths,Covid Feature,TAVG,Average Population Density,Population,Year,Covid 19 Deaths,Average of Death from 2015 to2019
Maine,5,296,0,22.6,16.76272799,1339057,2018,0,281.2
Maine,6,300,0,22.6,16.76272799,1339057,2018,0,288
Maine,7,301,0,22.6,16.76272799,1339057,2018,0,290.8
Maine,8,296,0,22.6,16.76272799,1339057,2018,0,294.2
Maine,9,273,0,28.9,16.76272799,1339057,2018,0,281.8
Maine,10,269,0,28.9,16.76272799,1339057,2018,0,300.8
Maine,11,300,0,28.9,16.76272799,1339057,2018,0,294.6
Maine,12,282,0,28.9,16.76272799,1339057,2018,0,289.2
Maine,13,279,0,28.9,16.76272799,1339057,2018,0,296.2
Maine,14,276,0,36.6,16.76272799,1339057,2018,0,294.2
Maine,15,322,0,36.6,16.76272799,1339057,2018,0,293.4
Maine,16,270,0,36.6,16.76272799,1339057,2018,0,270.4
Maine,17,301,0,36.6,16.76272799,1339057,2018,0,281.4
Maine,18,260,0,53.6,16.76272799,1339057,2018,0,277.4
Maryland,1,1121,0,30.7,238.0797104,5985562,2015,0,1051.8
Maryland,2,1088,0,30.7,238.0797104,5985562,2015,0,1067.6
Maryland,3,1076,0,30.7,238.0797104,5985562,2015,0,1030
Maryland,4,1035,0,30.7,238.0797104,5985562,2015,0,1033.6
Maryland,5,950,0,25.3,238.0797104,5985562,2015,0,1017.2
Maryland,6,910,0,25.3,238.0797104,5985562,2015,0,1013.4
Maryland,7,962,0,25.3,238.0797104,5985562,2015,0,998.8
Maryland,8,922,0,25.3,238.0797104,5985562,2015,0,992.4
Maryland,9,859,0,39.4,238.0797104,5985562,2015,0,976
Maryland,10,916,0,39.4,238.0797104,5985562,2015,0,980.8
Maryland,11,927,0,39.4,238.0797104,5985562,2015,0,964
Maryland,12,932,0,39.4,238.0797104,5985562,2015,0,968.6
Maryland,13,871,0,54,238.0797104,5985562,2015,0,965.8
Maryland,14,904,0,54,238.0797104,5985562,2015,0,969.6
Maryland,15,849,0,54,238.0797104,5985562,2015,0,955.4
Maryland,16,890,0,54,238.0797104,5985562,2015,0,936.8
Maryland,17,931,0,67.6,238.0797104,5985562,2015,0,931.8
Maryland,18,910,0,67.6,238.0797104,5985562,2015,0,924.2
Maryland,1,958,0,32.1,238.786166,6003323,2016,0,1051.8
Maryland,2,984,0,32.1,238.786166,6003323,2016,0,1067.6
Maryland,3,907,0,32.1,238.786166,6003323,2016,0,1030
Maryland,4,1011,0,32.1,238.786166,6003323,2016,0,1033.6
Maryland,5,995,0,36.9,238.786166,6003323,2016,0,1017.2
Maryland,6,1003,0,36.9,238.786166,6003323,2016,0,1013.4
Maryland,7,938,0,36.9,238.786166,6003323,2016,0,998.8
Maryland,8,944,0,36.9,238.786166,6003323,2016,0,992.4
Maryland,9,944,0,49.4,238.786166,6003323,2016,0,976
Maryland,10,972,0,49.4,238.786166,6003323,2016,0,980.8
Maryland,11,894,0,49.4,238.786166,6003323,2016,0,964
Maryland,12,918,0,49.4,238.786166,6003323,2016,0,968.6
Maryland,13,935,0,53.1,238.786166,6003323,2016,0,965.8
Maryland,14,979,0,53.1,238.786166,6003323,2016,0,969.6
Maryland,15,928,0,53.1,238.786166,6003323,2016,0,955.4
Maryland,16,942,0,53.1,238.786166,6003323,2016,0,936.8
Maryland,17,918,0,53.1,238.786166,6003323,2016,0,931.8
Maryland,18,851,0,60.9,238.786166,6003323,2016,0,924.2
Maryland,1,1030,0,38.3,239.6033571,6023868,2017,0,1051.8
Maryland,2,1078,0,38.3,239.6033571,6023868,2017,0,1067.6
Maryland,3,1089,0,38.3,239.6033571,6023868,2017,0,1030
Maryland,4,992,0,38.3,239.6033571,6023868,2017,0,1033.6
Maryland,5,1021,0,43.7,239.6033571,6023868,2017,0,1017.2
Maryland,6,1036,0,43.7,239.6033571,6023868,2017,0,1013.4
Maryland,7,1082,0,43.7,239.6033571,6023868,2017,0,998.8
Maryland,8,1075,0,43.7,239.6033571,6023868,2017,0,992.4
Maryland,9,998,0,43.1,239.6033571,6023868,2017,0,976
Maryland,10,983,0,43.1,239.6033571,6023868,2017,0,980.8
Maryland,11,952,0,43.1,239.6033571,6023868,2017,0,964
Maryland,12,1033,0,43.1,239.6033571,6023868,2017,0,968.6
Maryland,13,996,0,59.5,239.6033571,6023868,2017,0,965.8
Maryland,14,979,0,59.5,239.6033571,6023868,2017,0,969.6
Maryland,15,983,0,59.5,239.6033571,6023868,2017,0,955.4
Maryland,16,937,0,59.5,239.6033571,6023868,2017,0,936.8
Maryland,17,947,0,59.5,239.6033571,6023868,2017,0,931.8
Maryland,18,931,0,62.2,239.6033571,6023868,2017,0,924.2
Maryland,1,1107,0,31,240.0780399,6035802,2018,0,1051.8
Maryland,2,1187,0,31,240.0780399,6035802,2018,0,1067.6
Maryland,3,1095,0,31,240.0780399,6035802,2018,0,1030
Maryland,4,1103,0,31,240.0780399,6035802,2018,0,1033.6
Maryland,5,1014,0,41.5,240.0780399,6035802,2018,0,1017.2
Maryland,6,1056,0,41.5,240.0780399,6035802,2018,0,1013.4
Maryland,7,1058,0,41.5,240.0780399,6035802,2018,0,998.8
Maryland,8,1081,0,41.5,240.0780399,6035802,2018,0,992.4
Maryland,9,988,0,39.2,240.0780399,6035802,2018,0,976
Maryland,10,1000,0,39.2,240.0780399,6035802,2018,0,980.8
Maryland,11,1010,0,39.2,240.0780399,6035802,2018,0,964
Maryland,12,917,0,39.2,240.0780399,6035802,2018,0,968.6
Maryland,13,1003,0,39.2,240.0780399,6035802,2018,0,965.8
Maryland,14,937,0,50.6,240.0780399,6035802,2018,0,969.6
Maryland,15,1019,0,50.6,240.0780399,6035802,2018,0,955.4
Maryland,16,929,0,50.6,240.0780399,6035802,2018,0,936.8
Maryland,17,921,0,50.6,240.0780399,6035802,2018,0,931.8
Maryland,18,917,0,68.6,240.0780399,6035802,2018,0,924.2
Massachusetts,1,1303,0,21.8,336.3162871,6794228,2015,0,1250.6
Massachusetts,2,1335,0,21.8,336.3162871,6794228,2015,0,1299.2
Massachusetts,3,1349,0,21.8,336.3162871,6794228,2015,0,1274.2
Massachusetts,4,1404,0,21.8,336.3162871,6794228,2015,0,1262.8
Massachusetts,5,1401,0,14.6,336.3162871,6794228,2015,0,1256.6
Massachusetts,6,1353,0,14.6,336.3162871,6794228,2015,0,1221.2
Massachusetts,7,1300,0,14.6,336.3162871,6794228,2015,0,1234.8
Massachusetts,8,1226,0,14.6,336.3162871,6794228,2015,0,1192.4
Massachusetts,9,1241,0,29.3,336.3162871,6794228,2015,0,1225.2
Massachusetts,10,1251,0,29.3,336.3162871,6794228,2015,0,1216.4
Massachusetts,11,1204,0,29.3,336.3162871,6794228,2015,0,1170.2
Massachusetts,12,1212,0,29.3,336.3162871,6794228,2015,0,1162.6
Massachusetts,13,1219,0,45.5,336.3162871,6794228,2015,0,1217.8
Massachusetts,14,1190,0,45.5,336.3162871,6794228,2015,0,1195
Massachusetts,15,1189,0,45.5,336.3162871,6794228,2015,0,1177
Massachusetts,16,1156,0,45.5,336.3162871,6794228,2015,0,1142.4
Massachusetts,17,1156,0,61.8,336.3162871,6794228,2015,0,1119.6
Massachusetts,18,1186,0,61.8,336.3162871,6794228,2015,0,1140.2
Massachusetts,1,1123,0,28.5,337.7706057,6823608,2016,0,1250.6
Massachusetts,2,1131,0,28.5,337.7706057,6823608,2016,0,1299.2
Massachusetts,3,1138,0,28.5,337.7706057,6823608,2016,0,1274.2
Massachusetts,4,1146,0,28.5,337.7706057,6823608,2016,0,1262.8
Massachusetts,5,1046,0,30.9,337.7706057,6823608,2016,0,1256.6
Massachusetts,6,960,0,30.9,337.7706057,6823608,2016,0,1221.2
Massachusetts,7,953,0,30.9,337.7706057,6823608,2016,0,1234.8
Massachusetts,8,1023,0,30.9,337.7706057,6823608,2016,0,1192.4
Massachusetts,9,1135,0,41,337.7706057,6823608,2016,0,1225.2
Massachusetts,10,1145,0,41,337.7706057,6823608,2016,0,1216.4
Massachusetts,11,1168,0,41,337.7706057,6823608,2016,0,1170.2
Massachusetts,12,1161,0,41,337.7706057,6823608,2016,0,1162.6
Massachusetts,13,1236,0,45,337.7706057,6823608,2016,0,1217.8
Massachusetts,14,1173,0,45,337.7706057,6823608,2016,0,1195
Massachusetts,15,1150,0,45,337.7706057,6823608,2016,0,1177
Massachusetts,16,1107,0,45,337.7706057,6823608,2016,0,1142.4
Massachusetts,17,1108,0,45,337.7706057,6823608,2016,0,1119.6
Massachusetts,18,1094,0,57.2,337.7706057,6823608,2016,0,1140.2
Massachusetts,1,1247,0,31.5,339.5615759,6859789,2017,0,1250.6
Massachusetts,2,1310,0,31.5,339.5615759,6859789,2017,0,1299.2
Massachusetts,3,1282,0,31.5,339.5615759,6859789,2017,0,1274.2
Massachusetts,4,1239,0,31.5,339.5615759,6859789,2017,0,1262.8
Massachusetts,5,1294,0,33,339.5615759,6859789,2017,0,1256.6
Massachusetts,6,1262,0,33,339.5615759,6859789,2017,0,1221.2
Massachusetts,7,1378,0,33,339.5615759,6859789,2017,0,1234.8
Massachusetts,8,1302,0,33,339.5615759,6859789,2017,0,1192.4
Massachusetts,9,1244,0,31.5,339.5615759,6859789,2017,0,1225.2
Massachusetts,10,1254,0,31.5,339.5615759,6859789,2017,0,1216.4
Massachusetts,11,1184,0,31.5,339.5615759,6859789,2017,0,1170.2
Massachusetts,12,1141,0,31.5,339.5615759,6859789,2017,0,1162.6
Massachusetts,13,1220,0,50.2,339.5615759,6859789,2017,0,1217.8
Massachusetts,14,1219,0,50.2,339.5615759,6859789,2017,0,1195
Massachusetts,15,1230,0,50.2,339.5615759,6859789,2017,0,1177
Massachusetts,16,1090,0,50.2,339.5615759,6859789,2017,0,1142.4
Massachusetts,17,1142,0,50.2,339.5615759,6859789,2017,0,1119.6
Massachusetts,18,1157,0,55.2,339.5615759,6859789,2017,0,1140.2
Massachusetts,1,1373,0,24.5,340.6924596,6882635,2018,0,1250.6
Massachusetts,2,1455,0,24.5,340.6924596,6882635,2018,0,1299.2
Massachusetts,3,1311,0,24.5,340.6924596,6882635,2018,0,1274.2
Massachusetts,4,1252,0,24.5,340.6924596,6882635,2018,0,1262.8
Massachusetts,5,1274,0,34.2,340.6924596,6882635,2018,0,1256.6
Massachusetts,6,1287,0,34.2,340.6924596,6882635,2018,0,1221.2
Massachusetts,7,1273,0,34.2,340.6924596,6882635,2018,0,1234.8
Massachusetts,8,1208,0,34.2,340.6924596,6882635,2018,0,1192.4
Massachusetts,9,1228,0,34.9,340.6924596,6882635,2018,0,1225.2
Massachusetts,10,1234,0,34.9,340.6924596,6882635,2018,0,1216.4
Massachusetts,11,1144,0,34.9,340.6924596,6882635,2018,0,1170.2
Massachusetts,12,1188,0,34.9,340.6924596,6882635,2018,0,1162.6
Massachusetts,13,1189,0,34.9,340.6924596,6882635,2018,0,1217.8
Massachusetts,14,1180,0,42.3,340.6924596,6882635,2018,0,1195
Massachusetts,15,1149,0,42.3,340.6924596,6882635,2018,0,1177
Massachusetts,16,1141,0,42.3,340.6924596,6882635,2018,0,1142.4
Massachusetts,17,1105,0,42.3,340.6924596,6882635,2018,0,1119.6
Massachusetts,18,1160,0,60.8,340.6924596,6882635,2018,0,1140.2
Michigan,1,2171,0,16.6,67.82322978,9931715,2015,0,2062.6
Michigan,2,2114,0,16.6,67.82322978,9931715,2015,0,2042
Michigan,3,2033,0,16.6,67.82322978,9931715,2015,0,2021.6
Michigan,4,1872,0,16.6,67.82322978,9931715,2015,0,1954
Michigan,5,1919,0,8,67.82322978,9931715,2015,0,1922.6
Michigan,6,1883,0,8,67.82322978,9931715,2015,0,1972.6
Michigan,7,1923,0,8,67.82322978,9931715,2015,0,1951
Michigan,8,1845,0,8,67.82322978,9931715,2015,0,1938
Michigan,9,1985,0,28.6,67.82322978,9931715,2015,0,1979.4
Michigan,10,1911,0,28.6,67.82322978,9931715,2015,0,1968.8
Michigan,11,1881,0,28.6,67.82322978,9931715,2015,0,1924.4
Michigan,12,1850,0,28.6,67.82322978,9931715,2015,0,1897.8
Michigan,13,1906,0,43.2,67.82322978,9931715,2015,0,1890.4
Michigan,14,1804,0,43.2,67.82322978,9931715,2015,0,1924.2
Michigan,15,1886,0,43.2,67.82322978,9931715,2015,0,1907.8
Michigan,16,1814,0,43.2,67.82322978,9931715,2015,0,1837
Michigan,17,1868,0,57.2,67.82322978,9931715,2015,0,1863.6
Michigan,18,1842,0,57.2,67.82322978,9931715,2015,0,1824.4
Michigan,1,1873,0,22.3,67.95199655,9950571,2016,0,2062.6
Michigan,2,1971,0,22.3,67.95199655,9950571,2016,0,2042
Michigan,3,1888,0,22.3,67.95199655,9950571,2016,0,2021.6
Michigan,4,1847,0,22.3,67.95199655,9950571,2016,0,1954
Michigan,5,1792,0,25.3,67.95199655,9950571,2016,0,1922.6
Michigan,6,1866,0,25.3,67.95199655,9950571,2016,0,1972.6
Michigan,7,1943,0,25.3,67.95199655,9950571,2016,0,1951
Michigan,8,1953,0,25.3,67.95199655,9950571,2016,0,1938
Michigan,9,1948,0,36.1,67.95199655,9950571,2016,0,1979.4
Michigan,10,1989,0,36.1,67.95199655,9950571,2016,0,1968.8
Michigan,11,1838,0,36.1,67.95199655,9950571,2016,0,1924.4
Michigan,12,1838,0,36.1,67.95199655,9950571,2016,0,1897.8
Michigan,13,1767,0,40.8,67.95199655,9950571,2016,0,1890.4
Michigan,14,1953,0,40.8,67.95199655,9950571,2016,0,1924.2
Michigan,15,1863,0,40.8,67.95199655,9950571,2016,0,1907.8
Michigan,16,1830,0,40.8,67.95199655,9950571,2016,0,1837
Michigan,17,1815,0,40.8,67.95199655,9950571,2016,0,1863.6
Michigan,18,1823,0,55.4,67.95199655,9950571,2016,0,1824.4
Michigan,1,2102,0,25.2,68.10594167,9973114,2017,0,2062.6
Michigan,2,2045,0,25.2,68.10594167,9973114,2017,0,2042
Michigan,3,2013,0,25.2,68.10594167,9973114,2017,0,2021.6
Michigan,4,2005,0,25.2,68.10594167,9973114,2017,0,1954
Michigan,5,1920,0,29.9,68.10594167,9973114,2017,0,1922.6
Michigan,6,2067,0,29.9,68.10594167,9973114,2017,0,1972.6
Michigan,7,1936,0,29.9,68.10594167,9973114,2017,0,1951
Michigan,8,1997,0,29.9,68.10594167,9973114,2017,0,1938
Michigan,9,1957,0,30.7,68.10594167,9973114,2017,0,1979.4
Michigan,10,2035,0,30.7,68.10594167,9973114,2017,0,1968.8
Michigan,11,1986,0,30.7,68.10594167,9973114,2017,0,1924.4
Michigan,12,1950,0,30.7,68.10594167,9973114,2017,0,1897.8
Michigan,13,1939,0,47.2,68.10594167,9973114,2017,0,1890.4
Michigan,14,2009,0,47.2,68.10594167,9973114,2017,0,1924.2
Michigan,15,1963,0,47.2,68.10594167,9973114,2017,0,1907.8
Michigan,16,1787,0,47.2,68.10594167,9973114,2017,0,1837
Michigan,17,1843,0,47.2,68.10594167,9973114,2017,0,1863.6
Michigan,18,1770,0,53,68.10594167,9973114,2017,0,1824.4
Michigan,1,2245,0,20,68.18077335,9984072,2018,0,2062.6
Michigan,2,2137,0,20,68.18077335,9984072,2018,0,2042
Michigan,3,2182,0,20,68.18077335,9984072,2018,0,2021.6
Michigan,4,2108,0,20,68.18077335,9984072,2018,0,1954
Michigan,5,2037,0,23,68.18077335,9984072,2018,0,1922.6
Michigan,6,2091,0,23,68.18077335,9984072,2018,0,1972.6
Michigan,7,2106,0,23,68.18077335,9984072,2018,0,1951
Michigan,8,2007,0,23,68.18077335,9984072,2018,0,1938
Michigan,9,1964,0,29.6,68.18077335,9984072,2018,0,1979.4
Michigan,10,1927,0,29.6,68.18077335,9984072,2018,0,1968.8
Michigan,11,1938,0,29.6,68.18077335,9984072,2018,0,1924.4
Michigan,12,1943,0,29.6,68.18077335,9984072,2018,0,1897.8
Michigan,13,1990,0,29.6,68.18077335,9984072,2018,0,1890.4
Michigan,14,1984,0,35.3,68.18077335,9984072,2018,0,1924.2
Michigan,15,1939,0,35.3,68.18077335,9984072,2018,0,1907.8
Michigan,16,1925,0,35.3,68.18077335,9984072,2018,0,1837
Michigan,17,1900,0,35.3,68.18077335,9984072,2018,0,1863.6
Michigan,18,1857,0,60.3,68.18077335,9984072,2018,0,1824.4
Minnesota,1,976,0,13.7,26.58174007,5482032,2015,0,926.8
Minnesota,2,960,0,13.7,26.58174007,5482032,2015,0,956.6
Minnesota,3,885,0,13.7,26.58174007,5482032,2015,0,916
Minnesota,4,836,0,13.7,26.58174007,5482032,2015,0,894
Minnesota,5,833,0,5.6,26.58174007,5482032,2015,0,886.2
Minnesota,6,890,0,5.6,26.58174007,5482032,2015,0,898.6
Minnesota,7,804,0,5.6,26.58174007,5482032,2015,0,896.6
Minnesota,8,801,0,5.6,26.58174007,5482032,2015,0,864.4
Minnesota,9,900,0,30.7,26.58174007,5482032,2015,0,873
Minnesota,10,825,0,30.7,26.58174007,5482032,2015,0,871.4
Minnesota,11,862,0,30.7,26.58174007,5482032,2015,0,845
Minnesota,12,847,0,30.7,26.58174007,5482032,2015,0,857.6
Minnesota,13,872,0,44.6,26.58174007,5482032,2015,0,849.6
Minnesota,14,884,0,44.6,26.58174007,5482032,2015,0,861
Minnesota,15,864,0,44.6,26.58174007,5482032,2015,0,888.8
Minnesota,16,794,0,44.6,26.58174007,5482032,2015,0,836
Minnesota,17,831,0,54.2,26.58174007,5482032,2015,0,814
Minnesota,18,833,0,54.2,26.58174007,5482032,2015,0,828.4
Minnesota,1,848,0,12.6,26.77914786,5522744,2016,0,926.8
Minnesota,2,925,0,12.6,26.77914786,5522744,2016,0,956.6
Minnesota,3,862,0,12.6,26.77914786,5522744,2016,0,916
Minnesota,4,907,0,12.6,26.77914786,5522744,2016,0,894
Minnesota,5,839,0,19.9,26.77914786,5522744,2016,0,886.2
Minnesota,6,834,0,19.9,26.77914786,5522744,2016,0,898.6
Minnesota,7,907,0,19.9,26.77914786,5522744,2016,0,896.6
Minnesota,8,814,0,19.9,26.77914786,5522744,2016,0,864.4
Minnesota,9,862,0,35.7,26.77914786,5522744,2016,0,873
Minnesota,10,893,0,35.7,26.77914786,5522744,2016,0,871.4
Minnesota,11,822,0,35.7,26.77914786,5522744,2016,0,845
Minnesota,12,814,0,35.7,26.77914786,5522744,2016,0,857.6
Minnesota,13,826,0,42.5,26.77914786,5522744,2016,0,849.6
Minnesota,14,838,0,42.5,26.77914786,5522744,2016,0,861
Minnesota,15,885,0,42.5,26.77914786,5522744,2016,0,888.8
Minnesota,16,835,0,42.5,26.77914786,5522744,2016,0,836
Minnesota,17,766,0,42.5,26.77914786,5522744,2016,0,814
Minnesota,18,784,0,56.7,26.77914786,5522744,2016,0,828.4
Minnesota,1,885,0,14.6,26.99000645,5566230,2017,0,926.8
Minnesota,2,916,0,14.6,26.99000645,5566230,2017,0,956.6
Minnesota,3,867,0,14.6,26.99000645,5566230,2017,0,916
Minnesota,4,909,0,14.6,26.99000645,5566230,2017,0,894
Minnesota,5,893,0,23.9,26.99000645,5566230,2017,0,886.2
Minnesota,6,892,0,23.9,26.99000645,5566230,2017,0,898.6
Minnesota,7,963,0,23.9,26.99000645,5566230,2017,0,896.6
Minnesota,8,880,0,23.9,26.99000645,5566230,2017,0,864.4
Minnesota,9,905,0,28.2,26.99000645,5566230,2017,0,873
Minnesota,10,880,0,28.2,26.99000645,5566230,2017,0,871.4
Minnesota,11,867,0,28.2,26.99000645,5566230,2017,0,845
Minnesota,12,949,0,28.2,26.99000645,5566230,2017,0,857.6
Minnesota,13,845,0,44.4,26.99000645,5566230,2017,0,849.6
Minnesota,14,889,0,44.4,26.99000645,5566230,2017,0,861
Minnesota,15,946,0,44.4,26.99000645,5566230,2017,0,888.8
Minnesota,16,834,0,44.4,26.99000645,5566230,2017,0,836
Minnesota,17,834,0,44.4,26.99000645,5566230,2017,0,814
Minnesota,18,806,0,53.6,26.99000645,5566230,2017,0,828.4
Minnesota,1,1004,0,10.4,27.18405396,5606249,2018,0,926.8
Minnesota,2,1037,0,10.4,27.18405396,5606249,2018,0,956.6
Minnesota,3,1012,0,10.4,27.18405396,5606249,2018,0,916
Minnesota,4,920,0,10.4,27.18405396,5606249,2018,0,894
Minnesota,5,929,0,8.6,27.18405396,5606249,2018,0,886.2
Minnesota,6,894,0,8.6,27.18405396,5606249,2018,0,898.6
Minnesota,7,917,0,8.6,27.18405396,5606249,2018,0,896.6
Minnesota,8,954,0,8.6,27.18405396,5606249,2018,0,864.4
Minnesota,9,893,0,27.5,27.18405396,5606249,2018,0,873
Minnesota,10,847,0,27.5,27.18405396,5606249,2018,0,871.4
Minnesota,11,818,0,27.5,27.18405396,5606249,2018,0,845
Minnesota,12,852,0,27.5,27.18405396,5606249,2018,0,857.6
Minnesota,13,834,0,27.5,27.18405396,5606249,2018,0,849.6
Minnesota,14,843,0,32.7,27.18405396,5606249,2018,0,861
Minnesota,15,895,0,32.7,27.18405396,5606249,2018,0,888.8
Minnesota,16,843,0,32.7,27.18405396,5606249,2018,0,836
Minnesota,17,819,0,32.7,27.18405396,5606249,2018,0,814
Minnesota,18,859,0,61.1,27.18405396,5606249,2018,0,828.4
Mississippi,1,646,0,43.8,24.59039743,2988471,2015,0,680.2
Mississippi,2,670,0,43.8,24.59039743,2988471,2015,0,677.6
Mississippi,3,569,0,43.8,24.59039743,2988471,2015,0,643
Mississippi,4,628,0,43.8,24.59039743,2988471,2015,0,653.2
Mississippi,5,703,0,41.9,24.59039743,2988471,2015,0,651.2
Mississippi,6,676,0,41.9,24.59039743,2988471,2015,0,666.4
Mississippi,7,661,0,41.9,24.59039743,2988471,2015,0,652.6
Mississippi,8,646,0,41.9,24.59039743,2988471,2015,0,643.6
Mississippi,9,635,0,57.7,24.59039743,2988471,2015,0,622.2
Mississippi,10,647,0,57.7,24.59039743,2988471,2015,0,632.6
Mississippi,11,625,0,57.7,24.59039743,2988471,2015,0,626.4
Mississippi,12,603,0,57.7,24.59039743,2988471,2015,0,619.2
Mississippi,13,594,0,67,24.59039743,2988471,2015,0,589.2
Mississippi,14,629,0,67,24.59039743,2988471,2015,0,621.6
Mississippi,15,604,0,67,24.59039743,2988471,2015,0,595.8
Mississippi,16,558,0,67,24.59039743,2988471,2015,0,584.4
Mississippi,17,588,0,72.3,24.59039743,2988471,2015,0,582
Mississippi,18,645,0,72.3,24.59039743,2988471,2015,0,598
Mississippi,1,625,0,43.7,24.58601168,2987938,2016,0,680.2
Mississippi,2,639,0,43.7,24.58601168,2987938,2016,0,677.6
Mississippi,3,646,0,43.7,24.58601168,2987938,2016,0,643
Mississippi,4,680,0,43.7,24.58601168,2987938,2016,0,653.2
Mississippi,5,595,0,50.9,24.58601168,2987938,2016,0,651.2
Mississippi,6,599,0,50.9,24.58601168,2987938,2016,0,666.4
Mississippi,7,629,0,50.9,24.58601168,2987938,2016,0,652.6
Mississippi,8,628,0,50.9,24.58601168,2987938,2016,0,643.6
Mississippi,9,629,0,60.2,24.58601168,2987938,2016,0,622.2
Mississippi,10,641,0,60.2,24.58601168,2987938,2016,0,632.6
Mississippi,11,595,0,60.2,24.58601168,2987938,2016,0,626.4
Mississippi,12,606,0,60.2,24.58601168,2987938,2016,0,619.2
Mississippi,13,596,0,65.2,24.58601168,2987938,2016,0,589.2
Mississippi,14,614,0,65.2,24.58601168,2987938,2016,0,621.6
Mississippi,15,572,0,65.2,24.58601168,2987938,2016,0,595.8
Mississippi,16,582,0,65.2,24.58601168,2987938,2016,0,584.4
Mississippi,17,547,0,65.2,24.58601168,2987938,2016,0,582
Mississippi,18,581,0,70.5,24.58601168,2987938,2016,0,598
Mississippi,1,663,0,52.9,24.59071834,2988510,2017,0,680.2
Mississippi,2,659,0,52.9,24.59071834,2988510,2017,0,677.6
Mississippi,3,587,0,52.9,24.59071834,2988510,2017,0,643
Mississippi,4,600,0,52.9,24.59071834,2988510,2017,0,653.2
Mississippi,5,648,0,57.1,24.59071834,2988510,2017,0,651.2
Mississippi,6,641,0,57.1,24.59071834,2988510,2017,0,666.4
Mississippi,7,644,0,57.1,24.59071834,2988510,2017,0,652.6
Mississippi,8,649,0,57.1,24.59071834,2988510,2017,0,643.6
Mississippi,9,635,0,60.1,24.59071834,2988510,2017,0,622.2
Mississippi,10,598,0,60.1,24.59071834,2988510,2017,0,632.6
Mississippi,11,683,0,60.1,24.59071834,2988510,2017,0,626.4
Mississippi,12,633,0,60.1,24.59071834,2988510,2017,0,619.2
Mississippi,13,567,0,67.3,24.59071834,2988510,2017,0,589.2
Mississippi,14,614,0,67.3,24.59071834,2988510,2017,0,621.6
Mississippi,15,578,0,67.3,24.59071834,2988510,2017,0,595.8
Mississippi,16,591,0,67.3,24.59071834,2988510,2017,0,584.4
Mississippi,17,560,0,67.3,24.59071834,2988510,2017,0,582
Mississippi,18,548,0,70.1,24.59071834,2988510,2017,0,598
Mississippi,1,810,0,40.1,24.52908747,2981020,2018,0,680.2
Mississippi,2,771,0,40.1,24.52908747,2981020,2018,0,677.6
Mississippi,3,776,0,40.1,24.52908747,2981020,2018,0,643
Mississippi,4,734,0,40.1,24.52908747,2981020,2018,0,653.2
Mississippi,5,657,0,56.8,24.52908747,2981020,2018,0,651.2
Mississippi,6,710,0,56.8,24.52908747,2981020,2018,0,666.4
Mississippi,7,655,0,56.8,24.52908747,2981020,2018,0,652.6
Mississippi,8,643,0,56.8,24.52908747,2981020,2018,0,643.6
Mississippi,9,579,0,57.1,24.52908747,2981020,2018,0,622.2
Mississippi,10,630,0,57.1,24.52908747,2981020,2018,0,632.6
Mississippi,11,601,0,57.1,24.52908747,2981020,2018,0,626.4
Mississippi,12,619,0,57.1,24.52908747,2981020,2018,0,619.2
Mississippi,13,593,0,57.1,24.52908747,2981020,2018,0,589.2
Mississippi,14,592,0,58.9,24.52908747,2981020,2018,0,621.6
Mississippi,15,593,0,58.9,24.52908747,2981020,2018,0,595.8
Mississippi,16,623,0,58.9,24.52908747,2981020,2018,0,584.4
Mississippi,17,612,0,58.9,24.52908747,2981020,2018,0,582
Mississippi,18,577,0,75.8,24.52908747,2981020,2018,0,598
Missouri,1,1371,0,31.2,34.10299875,6071732,2015,0,1386.4
Missouri,2,1339,0,31.2,34.10299875,6071732,2015,0,1369.2
Missouri,3,1349,0,31.2,34.10299875,6071732,2015,0,1391.8
Missouri,4,1331,0,31.2,34.10299875,6071732,2015,0,1361.4
Missouri,5,1295,0,26.2,34.10299875,6071732,2015,0,1306
Missouri,6,1263,0,26.2,34.10299875,6071732,2015,0,1306.4
Missouri,7,1367,0,26.2,34.10299875,6071732,2015,0,1367.6
Missouri,8,1312,0,26.2,34.10299875,6071732,2015,0,1312.4
Missouri,9,1349,0,44.5,34.10299875,6071732,2015,0,1291
Missouri,10,1327,0,44.5,34.10299875,6071732,2015,0,1296.4
Missouri,11,1248,0,44.5,34.10299875,6071732,2015,0,1276.6
Missouri,12,1201,0,44.5,34.10299875,6071732,2015,0,1285
Missouri,13,1153,0,57.7,34.10299875,6071732,2015,0,1229.8
Missouri,14,1236,0,57.7,34.10299875,6071732,2015,0,1224
Missouri,15,1247,0,57.7,34.10299875,6071732,2015,0,1223.2
Missouri,16,1188,0,57.7,34.10299875,6071732,2015,0,1225.2
Missouri,17,1148,0,64.8,34.10299875,6071732,2015,0,1200.8
Missouri,18,1192,0,64.8,34.10299875,6071732,2015,0,1219.2
Missouri,1,1255,0,30.9,34.18951253,6087135,2016,0,1386.4
Missouri,2,1218,0,30.9,34.18951253,6087135,2016,0,1369.2
Missouri,3,1213,0,30.9,34.18951253,6087135,2016,0,1391.8
Missouri,4,1281,0,30.9,34.18951253,6087135,2016,0,1361.4
Missouri,5,1186,0,39.1,34.18951253,6087135,2016,0,1306
Missouri,6,1181,0,39.1,34.18951253,6087135,2016,0,1306.4
