State,Week,Deaths,Covid Feature,TAVG,Average Population Density,Population,Year,Covid 19 Deaths,Average of Death from 2015 to2019
Alabama,1,1076,0,46.5,37.38041273,4903185,2019,0,1118.4
Alabama,2,1090,0,46.5,37.38041273,4903185,2019,0,1141
Alabama,3,1114,0,46.5,37.38041273,4903185,2019,0,1101.8
Alabama,4,1063,0,46.5,37.38041273,4903185,2019,0,1094.2
Alabama,5,1095,0,58,37.38041273,4903185,2019,0,1098.2
Alabama,6,1092,0,58,37.38041273,4903185,2019,0,1099.8
Alabama,7,1103,0,58,37.38041273,4903185,2019,0,1087.8
Alabama,8,1064,0,58,37.38041273,4903185,2019,0,1065.2
Alabama,9,1050,0,55.3,37.38041273,4903185,2019,0,1065.6
Alabama,10,1062,0,55.3,37.38041273,4903185,2019,0,1054
Alabama,11,1090,0,55.3,37.38041273,4903185,2019,0,1051
Alabama,12,1012,0,55.3,37.38041273,4903185,2019,0,1011.4
Alabama,13,1079,0,55.3,37.38041273,4903185,2019,0,995.8
Alabama,14,1044,0,59.4,37.38041273,4903185,2019,0,1014.8
Alabama,15,1031,0,59.4,37.38041273,4903185,2019,0,983.6
Alabama,16,954,0,59.4,37.38041273,4903185,2019,0,991.6
Alabama,17,1042,0,59.4,37.38041273,4903185,2019,0,990.4
Alabama,18,1031,0,74.4,37.38041273,4903185,2019,0,968
Alabama,1,1072,0,46.5,37.38041273,4903185,2020,0,1118.4
Alabama,2,1116,0,46.5,37.38041273,4903185,2020,0,1141
Alabama,3,1028,0,46.5,37.38041273,4903185,2020,0,1101.8
Alabama,4,1040,0,46.5,37.38041273,4903185,2020,0,1094.2
Alabama,5,1016,0,58,37.38041273,4903185,2020,0,1098.2
Alabama,6,1100,0,58,37.38041273,4903185,2020,0,1099.8
Alabama,7,1075,0,58,37.38041273,4903185,2020,0,1087.8
Alabama,8,1064,0,58,37.38041273,4903185,2020,0,1065.2
Alabama,9,1133,0,58,37.38041273,4903185,2020,0,1065.6
Alabama,10,1004,1,55.3,37.38041273,4903185,2020,0,1054
Alabama,11,1021,1,55.3,37.38041273,4903185,2020,0,1051
Alabama,12,985,1,55.3,37.38041273,4903185,2020,0,1011.4
Alabama,13,966,1,55.3,37.38041273,4903185,2020,20,995.8
Alabama,14,1015,1,59.4,37.38041273,4903185,2020,49,1014.8
Alabama,15,893,1,59.4,37.38041273,4903185,2020,77,983.6
Alabama,16,619,1,59.4,37.38041273,4903185,2020,81,991.6
Alabama,17,126,1,59.4,37.38041273,4903185,2020,56,990.4
Arizona,1,1351,0,42.4,24.74011334,7278717,2019,0,1269.8
Arizona,2,1350,0,42.4,24.74011334,7278717,2019,0,1289.6
Arizona,3,1270,0,42.4,24.74011334,7278717,2019,0,1210.4
Arizona,4,1253,0,42.4,24.74011334,7278717,2019,0,1260.6
Arizona,5,1217,0,46.8,24.74011334,7278717,2019,0,1235.2
Arizona,6,1204,0,46.8,24.74011334,7278717,2019,0,1221.6
Arizona,7,1188,0,46.8,24.74011334,7278717,2019,0,1196.2
Arizona,8,1313,0,46.8,24.74011334,7278717,2019,0,1191.6
Arizona,9,1250,0,52.3,24.74011334,7278717,2019,0,1216
Arizona,10,1252,0,52.3,24.74011334,7278717,2019,0,1231
Arizona,11,1279,0,52.3,24.74011334,7278717,2019,0,1224.6
Arizona,12,1192,0,52.3,24.74011334,7278717,2019,0,1184.2
Arizona,13,1240,0,52.3,24.74011334,7278717,2019,0,1160
Arizona,14,1254,0,62.9,24.74011334,7278717,2019,0,1174
Arizona,15,1325,0,62.9,24.74011334,7278717,2019,0,1174
Arizona,16,1167,0,62.9,24.74011334,7278717,2019,0,1131.4
Arizona,17,1175,0,62.9,24.74011334,7278717,2019,0,1129.8
Arizona,18,1160,0,68.5,24.74011334,7278717,2019,0,1106.2
Arizona,1,1296,0,42.4,24.74011334,7278717,2020,0,1269.8
Arizona,2,1386,0,42.4,24.74011334,7278717,2020,0,1289.6
Arizona,3,1309,0,42.4,24.74011334,7278717,2020,0,1210.4
Arizona,4,1271,0,42.4,24.74011334,7278717,2020,0,1260.6
Arizona,5,1261,0,46.8,24.74011334,7278717,2020,0,1235.2
Arizona,6,1258,0,46.8,24.74011334,7278717,2020,0,1221.6
Arizona,7,1306,0,46.8,24.74011334,7278717,2020,0,1196.2
Arizona,8,1328,0,46.8,24.74011334,7278717,2020,0,1191.6
Arizona,9,1343,0,46.8,24.74011334,7278717,2020,0,1216
Arizona,10,1371,1,52.3,24.74011334,7278717,2020,0,1231
Arizona,11,1327,1,52.3,24.74011334,7278717,2020,0,1224.6
Arizona,12,1261,1,52.3,24.74011334,7278717,2020,0,1184.2
Arizona,13,1293,1,52.3,24.74011334,7278717,2020,28,1160
Arizona,14,1307,1,62.9,24.74011334,7278717,2020,54,1174
Arizona,15,1291,1,62.9,24.74011334,7278717,2020,82,1174
Arizona,16,949,1,62.9,24.74011334,7278717,2020,86,1131.4
Arizona,17,213,1,62.9,24.74011334,7278717,2020,89,1129.8
Arkansas,1,692,0,40.8,22.39225347,3017804,2019,0,692.6
Arkansas,2,602,0,40.8,22.39225347,3017804,2019,0,664.2
Arkansas,3,662,0,40.8,22.39225347,3017804,2019,0,666.6
Arkansas,4,650,0,40.8,22.39225347,3017804,2019,0,654.8
Arkansas,5,671,0,45.9,22.39225347,3017804,2019,0,654.8
Arkansas,6,665,0,45.9,22.39225347,3017804,2019,0,651
Arkansas,7,695,0,45.9,22.39225347,3017804,2019,0,644.2
Arkansas,8,723,0,45.9,22.39225347,3017804,2019,0,677.2
Arkansas,9,643,0,53.8,22.39225347,3017804,2019,0,634.6
Arkansas,10,686,0,53.8,22.39225347,3017804,2019,0,640.4
Arkansas,11,703,0,53.8,22.39225347,3017804,2019,0,627
Arkansas,12,671,0,53.8,22.39225347,3017804,2019,0,606.8
Arkansas,13,660,0,53.8,22.39225347,3017804,2019,0,628
Arkansas,14,645,0,55.2,22.39225347,3017804,2019,0,604.6
Arkansas,15,645,0,55.2,22.39225347,3017804,2019,0,614.6
Arkansas,16,616,0,55.2,22.39225347,3017804,2019,0,584.8
Arkansas,17,586,0,55.2,22.39225347,3017804,2019,0,591
Arkansas,18,588,0,75,22.39225347,3017804,2019,0,589.6
Arkansas,1,672,0,40.8,22.39225347,3017804,2020,0,692.6
Arkansas,2,685,0,40.8,22.39225347,3017804,2020,0,664.2
Arkansas,3,655,0,40.8,22.39225347,3017804,2020,0,666.6
Arkansas,4,616,0,40.8,22.39225347,3017804,2020,0,654.8
Arkansas,5,677,0,45.9,22.39225347,3017804,2020,0,654.8
Arkansas,6,665,0,45.9,22.39225347,3017804,2020,0,651
Arkansas,7,686,0,45.9,22.39225347,3017804,2020,0,644.2
Arkansas,8,690,0,45.9,22.39225347,3017804,2020,0,677.2
Arkansas,9,650,0,45.9,22.39225347,3017804,2020,0,634.6
Arkansas,10,689,1,53.8,22.39225347,3017804,2020,0,640.4
Arkansas,11,611,1,53.8,22.39225347,3017804,2020,0,627
Arkansas,12,616,1,53.8,22.39225347,3017804,2020,0,606.8
Arkansas,13,614,1,53.8,22.39225347,3017804,2020,0,628
Arkansas,14,563,1,55.2,22.39225347,3017804,2020,0,604.6
Arkansas,15,542,1,55.2,22.39225347,3017804,2020,12,614.6
Arkansas,16,440,1,55.2,22.39225347,3017804,2020,10,584.8
Arkansas,17,144,1,55.2,22.39225347,3017804,2020,12,591
California,1,5692,0,46,97.81899676,39512223,2019,0,6076.4
California,2,5780,0,46,97.81899676,39512223,2019,0,6074.6
California,3,5654,0,46,97.81899676,39512223,2019,0,5786.2
California,4,5519,0,46,97.81899676,39512223,2019,0,5607.2
California,5,5467,0,46.6,97.81899676,39512223,2019,0,5662
California,6,5603,0,46.6,97.81899676,39512223,2019,0,5609.4
California,7,5644,0,46.6,97.81899676,39512223,2019,0,5587.6
California,8,5818,0,46.6,97.81899676,39512223,2019,0,5515.8
California,9,5867,0,48.9,97.81899676,39512223,2019,0,5618.4
California,10,5677,0,48.9,97.81899676,39512223,2019,0,5522.8
California,11,5590,0,48.9,97.81899676,39512223,2019,0,5475.8
California,12,5531,0,48.9,97.81899676,39512223,2019,0,5257.4
California,13,5511,0,48.9,97.81899676,39512223,2019,0,5195.4
California,14,5480,0,57.1,97.81899676,39512223,2019,0,5245.8
California,15,5215,0,57.1,97.81899676,39512223,2019,0,5118
California,16,5199,0,57.1,97.81899676,39512223,2019,0,5046.8
California,17,5086,0,57.1,97.81899676,39512223,2019,0,5085.2
California,18,5029,0,63,97.81899676,39512223,2019,0,4997.8
California,1,5878,0,46,97.81899676,39512223,2020,0,6076.4
California,2,5862,0,46,97.81899676,39512223,2020,0,6074.6
California,3,5813,0,46,97.81899676,39512223,2020,0,5786.2
California,4,5815,0,46,97.81899676,39512223,2020,0,5607.2
California,5,5666,0,46.6,97.81899676,39512223,2020,0,5662
California,6,5882,0,46.6,97.81899676,39512223,2020,0,5609.4
California,7,5557,0,46.6,97.81899676,39512223,2020,0,5587.6
California,8,5773,0,46.6,97.81899676,39512223,2020,0,5515.8
California,9,5639,0,46.6,97.81899676,39512223,2020,0,5618.4
California,10,5680,1,48.9,97.81899676,39512223,2020,0,5522.8
California,11,5399,1,48.9,97.81899676,39512223,2020,0,5475.8
California,12,5562,1,48.9,97.81899676,39512223,2020,40,5257.4
California,13,5547,1,48.9,97.81899676,39512223,2020,122,5195.4
California,14,5732,1,57.1,97.81899676,39512223,2020,280,5245.8
California,15,5441,1,57.1,97.81899676,39512223,2020,357,5118
California,16,4320,1,57.1,97.81899676,39512223,2020,469,5046.8
California,17,1184,1,57.1,97.81899676,39512223,2020,343,5085.2
Colorado,1,836,0,25.9,21.45327951,5758736,2019,0,834.2
Colorado,2,831,0,25.9,21.45327951,5758736,2019,0,834.2
Colorado,3,827,0,25.9,21.45327951,5758736,2019,0,779
Colorado,4,768,0,25.9,21.45327951,5758736,2019,0,787.4
Colorado,5,783,0,28.6,21.45327951,5758736,2019,0,772.8
Colorado,6,794,0,28.6,21.45327951,5758736,2019,0,782.4
Colorado,7,853,0,28.6,21.45327951,5758736,2019,0,795
Colorado,8,810,0,28.6,21.45327951,5758736,2019,0,776
Colorado,9,812,0,37.8,21.45327951,5758736,2019,0,753
Colorado,10,840,0,37.8,21.45327951,5758736,2019,0,779.8
Colorado,11,819,0,37.8,21.45327951,5758736,2019,0,778.8
Colorado,12,809,0,37.8,21.45327951,5758736,2019,0,785
Colorado,13,782,0,37.8,21.45327951,5758736,2019,0,762.6
Colorado,14,747,0,43.9,21.45327951,5758736,2019,0,756.8
Colorado,15,804,0,43.9,21.45327951,5758736,2019,0,776.8
Colorado,16,757,0,43.9,21.45327951,5758736,2019,0,750.8
Colorado,17,726,0,43.9,21.45327951,5758736,2019,0,729.4
Colorado,18,780,0,57.2,21.45327951,5758736,2019,0,734.4
Colorado,1,853,0,25.9,21.45327951,5758736,2020,0,834.2
Colorado,2,872,0,25.9,21.45327951,5758736,2020,0,834.2
Colorado,3,847,0,25.9,21.45327951,5758736,2020,0,779
Colorado,4,850,0,25.9,21.45327951,5758736,2020,0,787.4
Colorado,5,789,0,28.6,21.45327951,5758736,2020,0,772.8
Colorado,6,843,0,28.6,21.45327951,5758736,2020,0,782.4
Colorado,7,803,0,28.6,21.45327951,5758736,2020,0,795
Colorado,8,878,0,28.6,21.45327951,5758736,2020,0,776
Colorado,9,840,0,28.6,21.45327951,5758736,2020,0,753
Colorado,10,817,1,37.8,21.45327951,5758736,2020,0,779.8
Colorado,11,810,1,37.8,21.45327951,5758736,2020,0,778.8
Colorado,12,883,1,37.8,21.45327951,5758736,2020,16,785
Colorado,13,840,1,37.8,21.45327951,5758736,2020,44,762.6
Colorado,14,919,1,43.9,21.45327951,5758736,2020,126,756.8
Colorado,15,1019,1,43.9,21.45327951,5758736,2020,194,776.8
Colorado,16,800,1,43.9,21.45327951,5758736,2020,186,750.8
Colorado,17,199,1,43.9,21.45327951,5758736,2020,179,729.4
Connecticut,1,631,0,27.1,284.297288,3565287,2019,0,650.8
Connecticut,2,628,0,27.1,284.297288,3565287,2019,0,669
Connecticut,3,627,0,27.1,284.297288,3565287,2019,0,665.8
Connecticut,4,735,0,27.1,284.297288,3565287,2019,0,669.2
Connecticut,5,658,0,35.6,284.297288,3565287,2019,0,668.8
Connecticut,6,689,0,35.6,284.297288,3565287,2019,0,674
Connecticut,7,671,0,35.6,284.297288,3565287,2019,0,652
Connecticut,8,681,0,35.6,284.297288,3565287,2019,0,646.8
Connecticut,9,654,0,36.4,284.297288,3565287,2019,0,650.8
Connecticut,10,645,0,36.4,284.297288,3565287,2019,0,634.6
Connecticut,11,677,0,36.4,284.297288,3565287,2019,0,612.4
Connecticut,12,683,0,36.4,284.297288,3565287,2019,0,645.6
Connecticut,13,629,0,36.4,284.297288,3565287,2019,0,614.6
Connecticut,14,638,0,43.4,284.297288,3565287,2019,0,640.8
Connecticut,15,657,0,43.4,284.297288,3565287,2019,0,630.2
Connecticut,16,598,0,43.4,284.297288,3565287,2019,0,604.4
Connecticut,17,609,0,43.4,284.297288,3565287,2019,0,605.6
Connecticut,18,614,0,62.2,284.297288,3565287,2019,0,576.2
Connecticut,1,487,0,27.1,284.297288,3565287,2020,0,650.8
Connecticut,2,497,0,27.1,284.297288,3565287,2020,0,669
Connecticut,3,520,0,27.1,284.297288,3565287,2020,0,665.8
Connecticut,4,524,0,27.1,284.297288,3565287,2020,0,669.2
Connecticut,5,458,0,35.6,284.297288,3565287,2020,0,668.8
Delaware,1,185,0,34.9,192.9047723,973764,2019,0,206.4
Delaware,2,195,0,34.9,192.9047723,973764,2019,0,199.6
Delaware,3,199,0,34.9,192.9047723,973764,2019,0,194.6
Delaware,4,186,0,34.9,192.9047723,973764,2019,0,195.8
Delaware,5,190,0,42.9,192.9047723,973764,2019,0,180.2
Delaware,6,182,0,42.9,192.9047723,973764,2019,0,182.4
Delaware,7,194,0,42.9,192.9047723,973764,2019,0,193.2
Delaware,8,187,0,42.9,192.9047723,973764,2019,0,184
Delaware,9,174,0,40.3,192.9047723,973764,2019,0,174.6
Delaware,10,207,0,40.3,192.9047723,973764,2019,0,183.2
Delaware,11,184,0,40.3,192.9047723,973764,2019,0,183.6
Delaware,12,177,0,40.3,192.9047723,973764,2019,0,182.2
Delaware,13,185,0,40.3,192.9047723,973764,2019,0,194.6
Delaware,14,163,0,51.4,192.9047723,973764,2019,0,169.2
Delaware,15,147,0,51.4,192.9047723,973764,2019,0,174.6
Delaware,16,183,0,51.4,192.9047723,973764,2019,0,183.4
Delaware,17,165,0,51.4,192.9047723,973764,2019,0,164
Delaware,18,149,0,68.1,192.9047723,973764,2019,0,160.2
Delaware,1,196,0,34.9,192.9047723,973764,2020,0,206.4
Delaware,2,190,0,34.9,192.9047723,973764,2020,0,199.6
Delaware,3,187,0,34.9,192.9047723,973764,2020,0,194.6
Delaware,4,183,0,34.9,192.9047723,973764,2020,0,195.8
Delaware,5,178,0,42.9,192.9047723,973764,2020,0,180.2
Delaware,6,185,0,42.9,192.9047723,973764,2020,0,182.4
Delaware,7,198,0,42.9,192.9047723,973764,2020,0,193.2
Delaware,8,185,0,42.9,192.9047723,973764,2020,0,184
Delaware,9,156,0,42.9,192.9047723,973764,2020,0,174.6
Delaware,10,181,1,40.3,192.9047723,973764,2020,0,183.2
Delaware,11,168,1,40.3,192.9047723,973764,2020,0,183.6
Delaware,12,182,1,40.3,192.9047723,973764,2020,0,182.2
Delaware,13,135,1,40.3,192.9047723,973764,2020,0,194.6
Delaware,14,156,1,51.4,192.9047723,973764,2020,0,169.2
Delaware,15,134,1,51.4,192.9047723,973764,2020,20,174.6
Delaware,16,84,1,51.4,192.9047723,973764,2020,30,183.4
Delaware,17,19,1,51.4,192.9047723,973764,2020,52,164
Florida,1,4220,0,58.4,154.6405848,21477737,2019,0,4173.6
Florida,2,4202,0,58.4,154.6405848,21477737,2019,0,4260.6
Florida,3,4201,0,58.4,154.6405848,21477737,2019,0,4262.6
Florida,4,4180,0,58.4,154.6405848,21477737,2019,0,4192
Florida,5,4342,0,69.2,154.6405848,21477737,2019,0,4337.6
Florida,6,4327,0,69.2,154.6405848,21477737,2019,0,4286.8
Florida,7,4282,0,69.2,154.6405848,21477737,2019,0,4271.4
Florida,8,4165,0,69.2,154.6405848,21477737,2019,0,4238
Florida,9,4289,0,63,154.6405848,21477737,2019,0,4175
Florida,10,4157,0,63,154.6405848,21477737,2019,0,4186.2
Florida,11,4193,0,63,154.6405848,21477737,2019,0,4159.2
Florida,12,4190,0,63,154.6405848,21477737,2019,0,4146
Florida,13,4354,0,63,154.6405848,21477737,2019,0,4117
Florida,14,4224,0,70.2,154.6405848,21477737,2019,0,4054.2
Florida,15,4277,0,70.2,154.6405848,21477737,2019,0,4017.2
Florida,16,4102,0,70.2,154.6405848,21477737,2019,0,3924
Florida,17,4122,0,70.2,154.6405848,21477737,2019,0,3872.4
Florida,18,4070,0,76.5,154.6405848,21477737,2019,0,3908.4
Florida,1,4341,0,58.4,154.6405848,21477737,2020,0,4173.6
Florida,2,4407,0,58.4,154.6405848,21477737,2020,0,4260.6
Florida,3,4385,0,58.4,154.6405848,21477737,2020,0,4262.6
Florida,4,4388,0,58.4,154.6405848,21477737,2020,0,4192
Florida,5,4420,0,69.2,154.6405848,21477737,2020,0,4337.6
Florida,6,4382,0,69.2,154.6405848,21477737,2020,0,4286.8
Florida,7,4356,0,69.2,154.6405848,21477737,2020,0,4271.4
Florida,8,4412,0,69.2,154.6405848,21477737,2020,0,4238
Florida,9,4394,0,69.2,154.6405848,21477737,2020,0,4175
Florida,10,4516,1,63,154.6405848,21477737,2020,0,4186.2
Florida,11,4424,1,63,154.6405848,21477737,2020,0,4159.2
Florida,12,4348,1,63,154.6405848,21477737,2020,17,4146
Florida,13,4424,1,63,154.6405848,21477737,2020,92,4117
Florida,14,4397,1,70.2,154.6405848,21477737,2020,218,4054.2
Florida,15,4213,1,70.2,154.6405848,21477737,2020,299,4017.2
Florida,16,3181,1,70.2,154.6405848,21477737,2020,300,3924
Florida,17,995,1,70.2,154.6405848,21477737,2020,293,3872.4
Georgia,1,1801,0,48.2,71.27796426,10617423,2019,0,1792
Georgia,2,1742,0,48.2,71.27796426,10617423,2019,0,1790.4
Georgia,3,1791,0,48.2,71.27796426,10617423,2019,0,1760.4
Georgia,4,1723,0,48.2,71.27796426,10617423,2019,0,1729.8
Georgia,5,1746,0,59.1,71.27796426,10617423,2019,0,1713.2
Georgia,6,1649,0,59.1,71.27796426,10617423,2019,0,1730.4
Georgia,7,1570,0,59.1,71.27796426,10617423,2019,0,1689.4
Georgia,8,1575,0,59.1,71.27796426,10617423,2019,0,1653
Georgia,9,1658,0,54.6,71.27796426,10617423,2019,0,1630.6
Georgia,10,1717,0,54.6,71.27796426,10617423,2019,0,1688.2
Georgia,11,1705,0,54.6,71.27796426,10617423,2019,0,1671.2
Georgia,12,1692,0,54.6,71.27796426,10617423,2019,0,1627.2
Georgia,13,1684,0,54.6,71.27796426,10617423,2019,0,1662
Georgia,14,1653,0,60.6,71.27796426,10617423,2019,0,1590
Georgia,15,1652,0,60.6,71.27796426,10617423,2019,0,1588.4
Georgia,16,1643,0,60.6,71.27796426,10617423,2019,0,1607.4
Georgia,17,1749,0,60.6,71.27796426,10617423,2019,0,1594.4
Georgia,18,1712,0,73.7,71.27796426,10617423,2019,0,1580.8
Georgia,1,1784,0,48.2,71.27796426,10617423,2020,0,1792
Georgia,2,1772,0,48.2,71.27796426,10617423,2020,0,1790.4
Georgia,3,1715,0,48.2,71.27796426,10617423,2020,0,1760.4
Georgia,4,1783,0,48.2,71.27796426,10617423,2020,0,1729.8
Georgia,5,1748,0,59.1,71.27796426,10617423,2020,0,1713.2
Georgia,6,1717,0,59.1,71.27796426,10617423,2020,0,1730.4
Georgia,7,1685,0,59.1,71.27796426,10617423,2020,0,1689.4
Georgia,8,1663,0,59.1,71.27796426,10617423,2020,0,1653
Georgia,9,1758,0,59.1,71.27796426,10617423,2020,0,1630.6
Georgia,10,1646,1,54.6,71.27796426,10617423,2020,0,1688.2
Georgia,11,1645,1,54.6,71.27796426,10617423,2020,0,1671.2
Georgia,12,1582,1,54.6,71.27796426,10617423,2020,30,1627.2
Georgia,13,1605,1,54.6,71.27796426,10617423,2020,84,1662
Georgia,14,1558,1,60.6,71.27796426,10617423,2020,180,1590
Georgia,15,1298,1,60.6,71.27796426,10617423,2020,172,1588.4
Georgia,16,781,1,60.6,71.27796426,10617423,2020,180,1607.4
Georgia,17,190,1,60.6,71.27796426,10617423,2020,160,1594.4
Idaho,1,271,0,26.2,8.349038798,1787065,2019,0,291.4
Idaho,2,295,0,26.2,8.349038798,1787065,2019,0,281.8
Idaho,3,232,0,26.2,8.349038798,1787065,2019,0,267.6
Idaho,4,274,0,26.2,8.349038798,1787065,2019,0,271.2
Idaho,5,272,0,26.2,8.349038798,1787065,2019,0,279
Idaho,6,280,0,26.2,8.349038798,1787065,2019,0,266.8
Idaho,7,350,0,26.2,8.349038798,1787065,2019,0,277.4
Idaho,8,304,0,26.2,8.349038798,1787065,2019,0,280.8
Idaho,9,312,0,33.7,8.349038798,1787065,2019,0,280.2
Idaho,10,306,0,33.7,8.349038798,1787065,2019,0,270.8
Idaho,11,289,0,33.7,8.349038798,1787065,2019,0,272
Idaho,12,274,0,33.7,8.349038798,1787065,2019,0,285
Idaho,13,262,0,33.7,8.349038798,1787065,2019,0,256.4
Idaho,14,295,0,42.4,8.349038798,1787065,2019,0,277.4
Idaho,15,292,0,42.4,8.349038798,1787065,2019,0,270.4
Idaho,16,305,0,42.4,8.349038798,1787065,2019,0,275
Idaho,17,262,0,42.4,8.349038798,1787065,2019,0,254
Idaho,18,253,0,53.9,8.349038798,1787065,2019,0,265.6
Idaho,1,278,0,26.2,8.349038798,1787065,2020,0,291.4
Idaho,2,292,0,26.2,8.349038798,1787065,2020,0,281.8
Idaho,3,293,0,26.2,8.349038798,1787065,2020,0,267.6
Idaho,4,275,0,26.2,8.349038798,1787065,2020,0,271.2
Idaho,5,249,0,26.2,8.349038798,1787065,2020,0,279
Idaho,6,292,0,26.2,8.349038798,1787065,2020,0,266.8
Idaho,7,279,0,26.2,8.349038798,1787065,2020,0,277.4
Idaho,8,318,0,26.2,8.349038798,1787065,2020,0,280.8
Idaho,9,290,0,26.2,8.349038798,1787065,2020,0,280.2
Idaho,10,278,1,33.7,8.349038798,1787065,2020,0,270.8
Idaho,11,284,1,33.7,8.349038798,1787065,2020,0,272
Idaho,12,307,1,33.7,8.349038798,1787065,2020,0,285
Idaho,13,330,1,33.7,8.349038798,1787065,2020,0,256.4
Idaho,14,269,1,42.4,8.349038798,1787065,2020,0,277.4
Idaho,15,298,1,42.4,8.349038798,1787065,2020,21,270.4
Idaho,16,241,1,42.4,8.349038798,1787065,2020,11,275
Idaho,17,91,1,42.4,8.349038798,1787065,2020,12,254
Illinois,1,2176,0,25.4,88.12513083,12671821,2019,0,2301.6
Illinois,2,2109,0,25.4,88.12513083,12671821,2019,0,2314
Illinois,3,2143,0,25.4,88.12513083,12671821,2019,0,2253
Illinois,4,2130,0,25.4,88.12513083,12671821,2019,0,2149.6
Illinois,5,2204,0,31.8,88.12513083,12671821,2019,0,2153.4
Illinois,6,2269,0,31.8,88.12513083,12671821,2019,0,2161.8
Illinois,7,2131,0,31.8,88.12513083,12671821,2019,0,2183.8
Illinois,8,2105,0,31.8,88.12513083,12671821,2019,0,2161.4
Illinois,9,2103,0,39.2,88.12513083,12671821,2019,0,2121
Illinois,10,2112,0,39.2,88.12513083,12671821,2019,0,2119.6
Illinois,11,2160,0,39.2,88.12513083,12671821,2019,0,2082.2
Illinois,12,2053,0,39.2,88.12513083,12671821,2019,0,2125.2
Illinois,13,2092,0,39.2,88.12513083,12671821,2019,0,2082.8
Illinois,14,2122,0,44.8,88.12513083,12671821,2019,0,2074.2
Illinois,15,1969,0,44.8,88.12513083,12671821,2019,0,2050
Illinois,16,2014,0,44.8,88.12513083,12671821,2019,0,2013.8
Illinois,17,1980,0,44.8,88.12513083,12671821,2019,0,1974.2
Illinois,18,1985,0,70.7,88.12513083,12671821,2019,0,1998.4
Illinois,1,2189,0,25.4,88.12513083,12671821,2020,0,2301.6
Illinois,2,2247,0,25.4,88.12513083,12671821,2020,0,2314
Illinois,3,2228,0,25.4,88.12513083,12671821,2020,0,2253
Illinois,4,2195,0,25.4,88.12513083,12671821,2020,0,2149.6
Illinois,5,2137,0,31.8,88.12513083,12671821,2020,0,2153.4
Illinois,6,2226,0,31.8,88.12513083,12671821,2020,0,2161.8
Illinois,7,2217,0,31.8,88.12513083,12671821,2020,0,2183.8
Illinois,8,2203,0,31.8,88.12513083,12671821,2020,0,2161.4
Illinois,9,2207,0,31.8,88.12513083,12671821,2020,0,2121
Illinois,10,2242,1,39.2,88.12513083,12671821,2020,0,2119.6
Illinois,11,2174,1,39.2,88.12513083,12671821,2020,0,2082.2
Illinois,12,2252,1,39.2,88.12513083,12671821,2020,13,2125.2
Illinois,13,2254,1,39.2,88.12513083,12671821,2020,67,2082.8
Illinois,14,2523,1,44.8,88.12513083,12671821,2020,273,2074.2
Illinois,15,2603,1,44.8,88.12513083,12671821,2020,432,2050
Illinois,16,2146,1,44.8,88.12513083,12671821,2020,522,2013.8
Illinois,17,697,1,44.8,88.12513083,12671821,2020,512,1974.2
Indiana,1,1326,0,26.9,72.55414171,6732219,2019,0,1430.2
Indiana,2,1329,0,26.9,72.55414171,6732219,2019,0,1432.6
Indiana,3,1276,0,26.9,72.55414171,6732219,2019,0,1386
Indiana,4,1325,0,26.9,72.55414171,6732219,2019,0,1353.6
Indiana,5,1387,0,35.1,72.55414171,6732219,2019,0,1344.8
Indiana,6,1407,0,35.1,72.55414171,6732219,2019,0,1353
Indiana,7,1309,0,35.1,72.55414171,6732219,2019,0,1315.4
Indiana,8,1367,0,35.1,72.55414171,6732219,2019,0,1334
Indiana,9,1277,0,38.2,72.55414171,6732219,2019,0,1334.4
Indiana,10,1331,0,38.2,72.55414171,6732219,2019,0,1328.2
Indiana,11,1375,0,38.2,72.55414171,6732219,2019,0,1317.2
Indiana,12,1337,0,38.2,72.55414171,6732219,2019,0,1299
Indiana,13,1317,0,38.2,72.55414171,6732219,2019,0,1313.6
Indiana,14,1356,0,45.1,72.55414171,6732219,2019,0,1289
Indiana,15,1251,0,45.1,72.55414171,6732219,2019,0,1280.6
Indiana,16,1261,0,45.1,72.55414171,6732219,2019,0,1259
Indiana,17,1276,0,45.1,72.55414171,6732219,2019,0,1212.4
Indiana,18,1262,0,69.7,72.55414171,6732219,2019,0,1220.2
Indiana,1,1463,0,26.9,72.55414171,6732219,2020,0,1430.2
Indiana,2,1383,0,26.9,72.55414171,6732219,2020,0,1432.6
Indiana,3,1380,0,26.9,72.55414171,6732219,2020,0,1386
Indiana,4,1409,0,26.9,72.55414171,6732219,2020,0,1353.6
Indiana,5,1364,0,35.1,72.55414171,6732219,2020,0,1344.8
Indiana,6,1350,0,35.1,72.55414171,6732219,2020,0,1353
Indiana,7,1405,0,35.1,72.55414171,6732219,2020,0,1315.4
Indiana,8,1386,0,35.1,72.55414171,6732219,2020,0,1334
Indiana,9,1423,0,35.1,72.55414171,6732219,2020,0,1334.4
Indiana,10,1324,1,38.2,72.55414171,6732219,2020,0,1328.2
Indiana,11,1346,1,38.2,72.55414171,6732219,2020,0,1317.2
Indiana,12,1260,1,38.2,72.55414171,6732219,2020,15,1299
Indiana,13,1386,1,38.2,72.55414171,6732219,2020,47,1313.6
Indiana,14,1424,1,45.1,72.55414171,6732219,2020,131,1289
Indiana,15,1327,1,45.1,72.55414171,6732219,2020,209,1280.6
Indiana,16,858,1,45.1,72.55414171,6732219,2020,231,1259
