State,Week,Deaths,Covid,TAVG,PopDensity,Population,Year
North Dakota,9,3783,0,5.4,4.264195201,762062,2020
North Dakota,10,3409,1,24.7,4.264195201,762062,2020
North Dakota,11,3440,1,24.7,4.264195201,762062,2020
North Dakota,12,3310,1,24.7,4.264195201,762062,2020
North Dakota,13,3417,1,24.7,4.264195201,762062,2020
North Dakota,14,3324,1,33.2,4.264195201,762062,2020
North Dakota,15,3208,1,33.2,4.264195201,762062,2020
North Dakota,16,3206,1,33.2,4.264195201,762062,2020
North Dakota,17,3153,1,33.2,4.264195201,762062,2020
Ohio,1,3019,0,27.3,110.4521896,11689100,2019
Ohio,2,3030,0,27.3,110.4521896,11689100,2019
Ohio,3,2970,0,27.3,110.4521896,11689100,2019
Ohio,4,3018,0,27.3,110.4521896,11689100,2019
Ohio,5,3060,0,36.7,110.4521896,11689100,2019
Ohio,6,3059,0,36.7,110.4521896,11689100,2019
Ohio,7,2869,0,36.7,110.4521896,11689100,2019
Ohio,8,2907,0,36.7,110.4521896,11689100,2019
Ohio,9,2550,0,36.4,110.4521896,11689100,2019
Ohio,10,2628,0,36.4,110.4521896,11689100,2019
Ohio,11,2562,0,36.4,110.4521896,11689100,2019
Ohio,12,2455,0,36.4,110.4521896,11689100,2019
Ohio,13,2493,0,36.4,110.4521896,11689100,2019
Ohio,14,2548,0,45.1,110.4521896,11689100,2019
Ohio,15,2358,0,45.1,110.4521896,11689100,2019
Ohio,16,2349,0,45.1,110.4521896,11689100,2019
Ohio,17,2309,0,45.1,110.4521896,11689100,2019
Ohio,18,2253,0,68,110.4521896,11689100,2019
Ohio,1,2538,0,27.3,110.4521896,11689100,2020
Ohio,2,2600,0,27.3,110.4521896,11689100,2020
Ohio,3,2461,0,27.3,110.4521896,11689100,2020
Ohio,4,2556,0,27.3,110.4521896,11689100,2020
Ohio,5,2481,0,36.7,110.4521896,11689100,2020
Ohio,6,2522,0,36.7,110.4521896,11689100,2020
Ohio,7,2461,0,36.7,110.4521896,11689100,2020
Ohio,8,2495,0,36.7,110.4521896,11689100,2020
Ohio,9,2419,0,36.7,110.4521896,11689100,2020
Ohio,10,2382,1,36.4,110.4521896,11689100,2020
Ohio,11,2307,1,36.4,110.4521896,11689100,2020
Ohio,12,2080,1,36.4,110.4521896,11689100,2020
Ohio,13,2112,1,36.4,110.4521896,11689100,2020
Ohio,14,2100,1,45.1,110.4521896,11689100,2020
Ohio,15,1767,1,45.1,110.4521896,11689100,2020
Ohio,16,999,1,45.1,110.4521896,11689100,2020
Ohio,17,339,1,45.1,110.4521896,11689100,2020
Oklahoma,1,819,0,38.3,22.27269248,3956971,2019
Oklahoma,2,798,0,38.3,22.27269248,3956971,2019
Oklahoma,3,799,0,38.3,22.27269248,3956971,2019
Oklahoma,4,813,0,38.3,22.27269248,3956971,2019
Oklahoma,5,811,0,41,22.27269248,3956971,2019
Oklahoma,6,834,0,41,22.27269248,3956971,2019
Oklahoma,7,847,0,41,22.27269248,3956971,2019
Oklahoma,8,840,0,41,22.27269248,3956971,2019
Oklahoma,9,787,0,53,22.27269248,3956971,2019
Oklahoma,10,861,0,53,22.27269248,3956971,2019
Oklahoma,11,870,0,53,22.27269248,3956971,2019
Oklahoma,12,854,0,53,22.27269248,3956971,2019
Oklahoma,13,806,0,53,22.27269248,3956971,2019
Oklahoma,14,765,0,54.1,22.27269248,3956971,2019
Oklahoma,15,756,0,54.1,22.27269248,3956971,2019
Oklahoma,16,722,0,54.1,22.27269248,3956971,2019
Oklahoma,17,729,0,54.1,22.27269248,3956971,2019
Oklahoma,18,746,0,75.1,22.27269248,3956971,2019
Oklahoma,1,883,0,38.3,22.27269248,3956971,2020
Oklahoma,2,793,0,38.3,22.27269248,3956971,2020
Oklahoma,3,771,0,38.3,22.27269248,3956971,2020
Oklahoma,4,679,0,38.3,22.27269248,3956971,2020
Oklahoma,5,715,0,41,22.27269248,3956971,2020
Oklahoma,6,793,0,41,22.27269248,3956971,2020
Oklahoma,7,772,0,41,22.27269248,3956971,2020
Oklahoma,8,731,0,41,22.27269248,3956971,2020
Oklahoma,9,765,0,41,22.27269248,3956971,2020
Oklahoma,10,761,1,53,22.27269248,3956971,2020
Oklahoma,11,742,1,53,22.27269248,3956971,2020
Oklahoma,12,760,1,53,22.27269248,3956971,2020
Oklahoma,13,741,1,53,22.27269248,3956971,2020
Oklahoma,14,638,1,54.1,22.27269248,3956971,2020
Oklahoma,15,597,1,54.1,22.27269248,3956971,2020
Oklahoma,16,314,1,54.1,22.27269248,3956971,2020
Oklahoma,17,69,1,54.1,22.27269248,3956971,2020
Oregon,1,747,0,35.3,16.96542506,4217737,2019
Oregon,2,781,0,35.3,16.96542506,4217737,2019
Oregon,3,765,0,35.3,16.96542506,4217737,2019
Oregon,4,719,0,35.3,16.96542506,4217737,2019
Oregon,5,678,0,33.2,16.96542506,4217737,2019
Oregon,6,739,0,33.2,16.96542506,4217737,2019
Oregon,7,720,0,33.2,16.96542506,4217737,2019
Oregon,8,756,0,33.2,16.96542506,4217737,2019
Oregon,9,753,0,38.4,16.96542506,4217737,2019
Oregon,10,773,0,38.4,16.96542506,4217737,2019
Oregon,11,783,0,38.4,16.96542506,4217737,2019
Oregon,12,782,0,38.4,16.96542506,4217737,2019
Oregon,13,775,0,38.4,16.96542506,4217737,2019
Oregon,14,774,0,45,16.96542506,4217737,2019
Oregon,15,702,0,45,16.96542506,4217737,2019
Oregon,16,740,0,45,16.96542506,4217737,2019
Oregon,17,681,0,45,16.96542506,4217737,2019
Oregon,18,674,0,55.4,16.96542506,4217737,2019
Oregon,1,733,0,35.3,16.96542506,4217737,2020
Oregon,2,763,0,35.3,16.96542506,4217737,2020
Oregon,3,767,0,35.3,16.96542506,4217737,2020
Oregon,4,745,0,35.3,16.96542506,4217737,2020
Oregon,5,723,0,33.2,16.96542506,4217737,2020
Oregon,6,724,0,33.2,16.96542506,4217737,2020
Oregon,7,775,0,33.2,16.96542506,4217737,2020
Oregon,8,723,0,33.2,16.96542506,4217737,2020
Oregon,9,729,0,33.2,16.96542506,4217737,2020
Oregon,10,772,1,38.4,16.96542506,4217737,2020
Oregon,11,719,1,38.4,16.96542506,4217737,2020
Oregon,12,728,1,38.4,16.96542506,4217737,2020
Oregon,13,686,1,38.4,16.96542506,4217737,2020
Oregon,14,619,1,45,16.96542506,4217737,2020
Oregon,15,493,1,45,16.96542506,4217737,2020
Oregon,16,333,1,45,16.96542506,4217737,2020
Oregon,17,84,1,45,16.96542506,4217737,2020
Pennsylvania,1,2719,0,25.9,110.4726372,12801989,2019
Pennsylvania,2,2725,0,25.9,110.4726372,12801989,2019
Pennsylvania,3,2803,0,25.9,110.4726372,12801989,2019
Pennsylvania,4,2913,0,25.9,110.4726372,12801989,2019
Pennsylvania,5,2803,0,34.3,110.4726372,12801989,2019
Pennsylvania,6,2809,0,34.3,110.4726372,12801989,2019
Pennsylvania,7,2761,0,34.3,110.4726372,12801989,2019
Pennsylvania,8,2801,0,34.3,110.4726372,12801989,2019
Pennsylvania,9,2677,0,33.1,110.4726372,12801989,2019
Pennsylvania,10,2797,0,33.1,110.4726372,12801989,2019
Pennsylvania,11,2805,0,33.1,110.4726372,12801989,2019
Pennsylvania,12,2705,0,33.1,110.4726372,12801989,2019
Pennsylvania,13,2717,0,33.1,110.4726372,12801989,2019
Pennsylvania,14,2627,0,43.2,110.4726372,12801989,2019
Pennsylvania,15,2701,0,43.2,110.4726372,12801989,2019
Pennsylvania,16,2641,0,43.2,110.4726372,12801989,2019
Pennsylvania,17,2443,0,43.2,110.4726372,12801989,2019
Pennsylvania,18,2473,0,64,110.4726372,12801989,2019
Pennsylvania,1,2657,0,25.9,110.4726372,12801989,2020
Pennsylvania,2,2449,0,25.9,110.4726372,12801989,2020
Pennsylvania,3,2371,0,25.9,110.4726372,12801989,2020
Pennsylvania,4,2170,0,25.9,110.4726372,12801989,2020
Pennsylvania,5,1952,0,34.3,110.4726372,12801989,2020
Pennsylvania,6,1957,0,34.3,110.4726372,12801989,2020
Pennsylvania,7,1927,0,34.3,110.4726372,12801989,2020
Pennsylvania,8,1910,0,34.3,110.4726372,12801989,2020
Pennsylvania,9,1955,0,34.3,110.4726372,12801989,2020
Pennsylvania,10,1929,1,33.1,110.4726372,12801989,2020
Pennsylvania,11,2045,1,33.1,110.4726372,12801989,2020
Pennsylvania,12,2180,1,33.1,110.4726372,12801989,2020
Pennsylvania,13,2540,1,33.1,110.4726372,12801989,2020
Pennsylvania,14,2803,1,43.2,110.4726372,12801989,2020
Pennsylvania,15,3138,1,43.2,110.4726372,12801989,2020
Pennsylvania,16,2918,1,43.2,110.4726372,12801989,2020
Pennsylvania,17,819,1,43.2,110.4726372,12801989,2020
Rhode Island,1,202,0,29,395.5791636,1059361,2019
Rhode Island,2,226,0,29,395.5791636,1059361,2019
Rhode Island,3,240,0,29,395.5791636,1059361,2019
Rhode Island,4,220,0,29,395.5791636,1059361,2019
Rhode Island,5,228,0,37.7,395.5791636,1059361,2019
Rhode Island,6,229,0,37.7,395.5791636,1059361,2019
Rhode Island,7,206,0,37.7,395.5791636,1059361,2019
Rhode Island,8,209,0,37.7,395.5791636,1059361,2019
Rhode Island,9,202,0,37.3,395.5791636,1059361,2019
Rhode Island,10,238,0,37.3,395.5791636,1059361,2019
Rhode Island,11,225,0,37.3,395.5791636,1059361,2019
Rhode Island,12,208,0,37.3,395.5791636,1059361,2019
Rhode Island,13,193,0,37.3,395.5791636,1059361,2019
Rhode Island,14,220,0,44.4,395.5791636,1059361,2019
Rhode Island,15,203,0,44.4,395.5791636,1059361,2019
Rhode Island,16,200,0,44.4,395.5791636,1059361,2019
Rhode Island,17,168,0,44.4,395.5791636,1059361,2019
Rhode Island,18,213,0,61.4,395.5791636,1059361,2019
Rhode Island,1,225,0,29,395.5791636,1059361,2020
Rhode Island,2,201,0,29,395.5791636,1059361,2020
Rhode Island,3,203,0,29,395.5791636,1059361,2020
Rhode Island,4,197,0,29,395.5791636,1059361,2020
Rhode Island,5,218,0,37.7,395.5791636,1059361,2020
Rhode Island,6,242,0,37.7,395.5791636,1059361,2020
Rhode Island,7,180,0,37.7,395.5791636,1059361,2020
Rhode Island,8,203,0,37.7,395.5791636,1059361,2020
Rhode Island,9,233,0,37.7,395.5791636,1059361,2020
Rhode Island,10,243,1,37.3,395.5791636,1059361,2020
Rhode Island,11,178,1,37.3,395.5791636,1059361,2020
Rhode Island,12,185,1,37.3,395.5791636,1059361,2020
Rhode Island,13,146,1,37.3,395.5791636,1059361,2020
Rhode Island,14,153,1,44.4,395.5791636,1059361,2020
Rhode Island,15,101,1,44.4,395.5791636,1059361,2020
Rhode Island,16,42,1,44.4,395.5791636,1059361,2020
South Carolina,1,990,0,46.7,66.12988327,5148714,2019
South Carolina,2,999,0,46.7,66.12988327,5148714,2019
South Carolina,3,1034,0,46.7,66.12988327,5148714,2019
South Carolina,4,1034,0,46.7,66.12988327,5148714,2019
South Carolina,5,1015,0,57.3,66.12988327,5148714,2019
South Carolina,6,1038,0,57.3,66.12988327,5148714,2019
South Carolina,7,1000,0,57.3,66.12988327,5148714,2019
South Carolina,8,1035,0,57.3,66.12988327,5148714,2019
South Carolina,9,936,0,51.9,66.12988327,5148714,2019
South Carolina,10,1005,0,51.9,66.12988327,5148714,2019
South Carolina,11,1004,0,51.9,66.12988327,5148714,2019
South Carolina,12,1044,0,51.9,66.12988327,5148714,2019
South Carolina,13,931,0,51.9,66.12988327,5148714,2019
South Carolina,14,983,0,59.9,66.12988327,5148714,2019
South Carolina,15,925,0,59.9,66.12988327,5148714,2019
South Carolina,16,889,0,59.9,66.12988327,5148714,2019
South Carolina,17,937,0,59.9,66.12988327,5148714,2019
South Carolina,18,972,0,73.8,66.12988327,5148714,2019
South Carolina,1,1083,0,46.7,66.12988327,5148714,2020
South Carolina,2,1077,0,46.7,66.12988327,5148714,2020
South Carolina,3,1046,0,46.7,66.12988327,5148714,2020
South Carolina,4,1031,0,46.7,66.12988327,5148714,2020
South Carolina,5,1023,0,57.3,66.12988327,5148714,2020
South Carolina,6,1092,0,57.3,66.12988327,5148714,2020
South Carolina,7,997,0,57.3,66.12988327,5148714,2020
South Carolina,8,1032,0,57.3,66.12988327,5148714,2020
South Carolina,9,1036,0,57.3,66.12988327,5148714,2020
South Carolina,10,1123,1,51.9,66.12988327,5148714,2020
South Carolina,11,1088,1,51.9,66.12988327,5148714,2020
South Carolina,12,1057,1,51.9,66.12988327,5148714,2020
South Carolina,13,1011,1,51.9,66.12988327,5148714,2020
South Carolina,14,1015,1,59.9,66.12988327,5148714,2020
South Carolina,15,1049,1,59.9,66.12988327,5148714,2020
South Carolina,16,757,1,59.9,66.12988327,5148714,2020
South Carolina,17,161,1,59.9,66.12988327,5148714,2020
South Dakota,1,169,0,18.1,4.505529932,884659,2019
South Dakota,2,161,0,18.1,4.505529932,884659,2019
South Dakota,3,151,0,18.1,4.505529932,884659,2019
South Dakota,4,164,0,18.1,4.505529932,884659,2019
South Dakota,5,185,0,11.6,4.505529932,884659,2019
South Dakota,6,149,0,11.6,4.505529932,884659,2019
South Dakota,7,182,0,11.6,4.505529932,884659,2019
South Dakota,8,157,0,11.6,4.505529932,884659,2019
South Dakota,9,162,0,30.5,4.505529932,884659,2019
South Dakota,10,176,0,30.5,4.505529932,884659,2019
South Dakota,11,177,0,30.5,4.505529932,884659,2019
South Dakota,12,162,0,30.5,4.505529932,884659,2019
South Dakota,13,142,0,30.5,4.505529932,884659,2019
South Dakota,14,167,0,36.7,4.505529932,884659,2019
South Dakota,15,157,0,36.7,4.505529932,884659,2019
South Dakota,16,187,0,36.7,4.505529932,884659,2019
South Dakota,17,149,0,36.7,4.505529932,884659,2019
South Dakota,18,184,0,62.1,4.505529932,884659,2019
South Dakota,1,169,0,18.1,4.505529932,884659,2020
South Dakota,2,168,0,18.1,4.505529932,884659,2020
South Dakota,3,167,0,18.1,4.505529932,884659,2020
South Dakota,4,149,0,18.1,4.505529932,884659,2020
South Dakota,5,162,0,11.6,4.505529932,884659,2020
South Dakota,6,149,0,11.6,4.505529932,884659,2020
South Dakota,7,177,0,11.6,4.505529932,884659,2020
South Dakota,8,173,0,11.6,4.505529932,884659,2020
South Dakota,9,161,0,11.6,4.505529932,884659,2020
South Dakota,10,191,1,30.5,4.505529932,884659,2020
South Dakota,11,165,1,30.5,4.505529932,884659,2020
South Dakota,12,160,1,30.5,4.505529932,884659,2020
South Dakota,13,142,1,30.5,4.505529932,884659,2020
South Dakota,14,155,1,36.7,4.505529932,884659,2020
South Dakota,15,134,1,36.7,4.505529932,884659,2020
South Dakota,16,100,1,36.7,4.505529932,884659,2020
South Dakota,17,29,1,36.7,4.505529932,884659,2020
Tennessee,1,1575,0,39.4,63.9446545,6829174,2019
Tennessee,2,1489,0,39.4,63.9446545,6829174,2019
Tennessee,3,1486,0,39.4,63.9446545,6829174,2019
Tennessee,4,1482,0,39.4,63.9446545,6829174,2019
Tennessee,5,1488,0,48.5,63.9446545,6829174,2019
Tennessee,6,1544,0,48.5,63.9446545,6829174,2019
Tennessee,7,1547,0,48.5,63.9446545,6829174,2019
Tennessee,8,1540,0,48.5,63.9446545,6829174,2019
Tennessee,9,1500,0,48.2,63.9446545,6829174,2019
Tennessee,10,1481,0,48.2,63.9446545,6829174,2019
Tennessee,11,1449,0,48.2,63.9446545,6829174,2019
Tennessee,12,1471,0,48.2,63.9446545,6829174,2019
Tennessee,13,1479,0,48.2,63.9446545,6829174,2019
Tennessee,14,1561,0,52.8,63.9446545,6829174,2019
Tennessee,15,1494,0,52.8,63.9446545,6829174,2019
Tennessee,16,1458,0,52.8,63.9446545,6829174,2019
Tennessee,17,1518,0,52.8,63.9446545,6829174,2019
Tennessee,18,1402,0,72.2,63.9446545,6829174,2019
Tennessee,1,1606,0,39.4,63.9446545,6829174,2020
Tennessee,2,1679,0,39.4,63.9446545,6829174,2020
Tennessee,3,1587,0,39.4,63.9446545,6829174,2020
Tennessee,4,1521,0,39.4,63.9446545,6829174,2020
Tennessee,5,1575,0,48.5,63.9446545,6829174,2020
Tennessee,6,1602,0,48.5,63.9446545,6829174,2020
Tennessee,7,1436,0,48.5,63.9446545,6829174,2020
Tennessee,8,1501,0,48.5,63.9446545,6829174,2020
Tennessee,9,1476,0,48.5,63.9446545,6829174,2020
Tennessee,10,1585,1,48.2,63.9446545,6829174,2020
Tennessee,11,1555,1,48.2,63.9446545,6829174,2020
Tennessee,12,1484,1,48.2,63.9446545,6829174,2020
Tennessee,13,1458,1,48.2,63.9446545,6829174,2020
Tennessee,14,1471,1,52.8,63.9446545,6829174,2020
Tennessee,15,1331,1,52.8,63.9446545,6829174,2020
Tennessee,16,1106,1,52.8,63.9446545,6829174,2020
Tennessee,17,320,1,52.8,63.9446545,6829174,2020
Texas,1,4285,0,47.2,42.85605061,28995881,2019
Texas,2,4287,0,47.2,42.85605061,28995881,2019
Texas,3,4173,0,47.2,42.85605061,28995881,2019
Texas,4,4103,0,47.2,42.85605061,28995881,2019
Texas,5,4198,0,52.3,42.85605061,28995881,2019
Texas,6,4134,0,52.3,42.85605061,28995881,2019
Texas,7,4201,0,52.3,42.85605061,28995881,2019
Texas,8,4140,0,52.3,42.85605061,28995881,2019
Texas,9,4005,0,61.7,42.85605061,28995881,2019
Texas,10,4274,0,61.7,42.85605061,28995881,2019
Texas,11,4199,0,61.7,42.85605061,28995881,2019
Texas,12,4189,0,61.7,42.85605061,28995881,2019
Texas,13,3964,0,61.7,42.85605061,28995881,2019
Texas,14,3910,0,63,42.85605061,28995881,2019
Texas,15,3973,0,63,42.85605061,28995881,2019
Texas,16,3923,0,63,42.85605061,28995881,2019
Texas,17,3835,0,63,42.85605061,28995881,2019
Texas,18,3841,0,78,42.85605061,28995881,2019
Texas,1,4315,0,47.2,42.85605061,28995881,2020
Texas,2,4542,0,47.2,42.85605061,28995881,2020
Texas,3,4232,0,47.2,42.85605061,28995881,2020
Texas,4,4110,0,47.2,42.85605061,28995881,2020
Texas,5,4144,0,52.3,42.85605061,28995881,2020
Texas,6,4296,0,52.3,42.85605061,28995881,2020
Texas,7,4309,0,52.3,42.85605061,28995881,2020
Texas,8,4167,0,52.3,42.85605061,28995881,2020
Texas,9,4087,0,52.3,42.85605061,28995881,2020
Texas,10,4100,1,61.7,42.85605061,28995881,2020
Texas,11,4063,1,61.7,42.85605061,28995881,2020
Texas,12,4123,1,61.7,42.85605061,28995881,2020
Texas,13,4068,1,61.7,42.85605061,28995881,2020
Texas,14,3860,1,63,42.85605061,28995881,2020
Texas,15,3478,1,63,42.85605061,28995881,2020
Texas,16,2175,1,63,42.85605061,28995881,2020
Texas,17,360,1,63,42.85605061,28995881,2020
Utah,1,396,0,26.9,15.06422585,3205958,2019
Utah,2,419,0,26.9,15.06422585,3205958,2019
Utah,3,392,0,26.9,15.06422585,3205958,2019
Utah,4,408,0,26.9,15.06422585,3205958,2019
Utah,5,374,0,32.2,15.06422585,3205958,2019
Utah,6,377,0,32.2,15.06422585,3205958,2019
Utah,7,369,0,32.2,15.06422585,3205958,2019
Utah,8,388,0,32.2,15.06422585,3205958,2019
Utah,9,403,0,39.2,15.06422585,3205958,2019
Utah,10,427,0,39.2,15.06422585,3205958,2019
Utah,11,385,0,39.2,15.06422585,3205958,2019
Utah,12,386,0,39.2,15.06422585,3205958,2019
Utah,13,373,0,39.2,15.06422585,3205958,2019
Utah,14,380,0,49,15.06422585,3205958,2019
Utah,15,396,0,49,15.06422585,3205958,2019
Utah,16,384,0,49,15.06422585,3205958,2019
Utah,17,329,0,49,15.06422585,3205958,2019
Utah,18,379,0,58.3,15.06422585,3205958,2019
Utah,1,392,0,26.9,15.06422585,3205958,2020
Utah,2,438,0,26.9,15.06422585,3205958,2020
Utah,3,409,0,26.9,15.06422585,3205958,2020
Utah,4,388,0,26.9,15.06422585,3205958,2020
Utah,5,359,0,32.2,15.06422585,3205958,2020
Utah,6,289,0,32.2,15.06422585,3205958,2020
Utah,7,412,0,32.2,15.06422585,3205958,2020
Utah,8,365,0,32.2,15.06422585,3205958,2020
Utah,9,392,0,32.2,15.06422585,3205958,2020
Utah,10,398,1,39.2,15.06422585,3205958,2020
Utah,11,401,1,39.2,15.06422585,3205958,2020
Utah,12,410,1,39.2,15.06422585,3205958,2020
Utah,13,391,1,39.2,15.06422585,3205958,2020
Utah,14,399,1,49,15.06422585,3205958,2020
Utah,15,359,1,49,15.06422585,3205958,2020
Utah,16,340,1,49,15.06422585,3205958,2020
Utah,17,128,1,49,15.06422585,3205958,2020
Vermont,1,105,0,14.9,26.13905889,623989,2019
Vermont,2,111,0,14.9,26.13905889,623989,2019
Vermont,3,122,0,14.9,26.13905889,623989,2019
Vermont,4,113,0,14.9,26.13905889,623989,2019
Vermont,5,117,0,25.6,26.13905889,623989,2019
Vermont,6,103,0,25.6,26.13905889,623989,2019
Vermont,7,118,0,25.6,26.13905889,623989,2019
Vermont,8,129,0,25.6,26.13905889,623989,2019
Vermont,9,107,0,28.1,26.13905889,623989,2019
Vermont,10,121,0,28.1,26.13905889,623989,2019
Vermont,11,129,0,28.1,26.13905889,623989,2019
Vermont,12,103,0,28.1,26.13905889,623989,2019
Vermont,13,120,0,28.1,26.13905889,623989,2019
Vermont,14,124,0,36,26.13905889,623989,2019
Vermont,15,122,0,36,26.13905889,623989,2019
Vermont,16,99,0,36,26.13905889,623989,2019
Vermont,17,128,0,36,26.13905889,623989,2019
Vermont,18,97,0,56.4,26.13905889,623989,2019
Vermont,1,92,0,14.9,26.13905889,623989,2020
Vermont,2,102,0,14.9,26.13905889,623989,2020
Vermont,3,125,0,14.9,26.13905889,623989,2020
Vermont,4,119,0,14.9,26.13905889,623989,2020
Vermont,5,105,0,25.6,26.13905889,623989,2020
Vermont,6,112,0,25.6,26.13905889,623989,2020
Vermont,7,126,0,25.6,26.13905889,623989,2020
Vermont,8,116,0,25.6,26.13905889,623989,2020
Vermont,9,137,0,25.6,26.13905889,623989,2020
Vermont,10,115,1,28.1,26.13905889,623989,2020
Vermont,11,140,1,28.1,26.13905889,623989,2020
Vermont,12,134,1,28.1,26.13905889,623989,2020
Vermont,13,125,1,28.1,26.13905889,623989,2020
Vermont,14,128,1,36,26.13905889,623989,2020
Vermont,15,109,1,36,26.13905889,623989,2020
Vermont,16,132,1,36,26.13905889,623989,2020
Vermont,17,51,1,36,26.13905889,623989,2020
Virginia,1,1279,0,36.3,83.45361591,8535519,2019
Virginia,2,1396,0,36.3,83.45361591,8535519,2019
Virginia,3,1368,0,36.3,83.45361591,8535519,2019
Virginia,4,1389,0,36.3,83.45361591,8535519,2019
Virginia,5,1416,0,41.8,83.45361591,8535519,2019
Virginia,6,1427,0,41.8,83.45361591,8535519,2019
Virginia,7,1385,0,41.8,83.45361591,8535519,2019
Virginia,8,1388,0,41.8,83.45361591,8535519,2019
Virginia,9,1502,0,43.9,83.45361591,8535519,2019
Virginia,10,1395,0,43.9,83.45361591,8535519,2019
Virginia,11,1384,0,43.9,83.45361591,8535519,2019
Virginia,12,1417,0,43.9,83.45361591,8535519,2019
Virginia,13,1358,0,43.9,83.45361591,8535519,2019
Virginia,14,1426,0,58.1,83.45361591,8535519,2019
Virginia,15,1376,0,58.1,83.45361591,8535519,2019
Virginia,16,1333,0,58.1,83.45361591,8535519,2019
Virginia,17,1268,0,58.1,83.45361591,8535519,2019
Virginia,18,1311,0,68.9,83.45361591,8535519,2019
Virginia,1,1427,0,36.3,83.45361591,8535519,2020
Virginia,2,1533,0,36.3,83.45361591,8535519,2020
Virginia,3,1414,0,36.3,83.45361591,8535519,2020
Virginia,4,1278,0,36.3,83.45361591,8535519,2020
Virginia,5,1417,0,41.8,83.45361591,8535519,2020
Virginia,6,1521,0,41.8,83.45361591,8535519,2020
Virginia,7,1374,0,41.8,83.45361591,8535519,2020
Virginia,8,1434,0,41.8,83.45361591,8535519,2020
Virginia,9,1380,0,41.8,83.45361591,8535519,2020
Virginia,10,1464,1,43.9,83.45361591,8535519,2020
Virginia,11,1413,1,43.9,83.45361591,8535519,2020
Virginia,12,1422,1,43.9,83.45361591,8535519,2020
Virginia,13,1471,1,43.9,83.45361591,8535519,2020
Virginia,14,1381,1,58.1,83.45361591,8535519,2020
Virginia,15,1443,1,58.1,83.45361591,8535519,2020
Virginia,16,1164,1,58.1,83.45361591,8535519,2020
Virginia,17,351,1,58.1,83.45361591,8535519,2020
Washington,1,1215,0,34.2,44.24171596,7614893,2019
Washington,2,1236,0,34.2,44.24171596,7614893,2019
Washington,3,1169,0,34.2,44.24171596,7614893,2019
Washington,4,1132,0,34.2,44.24171596,7614893,2019
Washington,5,1132,0,32.4,44.24171596,7614893,2019
Washington,6,1187,0,32.4,44.24171596,7614893,2019
Washington,7,1267,0,32.4,44.24171596,7614893,2019
Washington,8,1223,0,32.4,44.24171596,7614893,2019
Washington,9,1151,0,38.7,44.24171596,7614893,2019
Washington,10,1208,0,38.7,44.24171596,7614893,2019
Washington,11,1220,0,38.7,44.24171596,7614893,2019
Washington,12,1243,0,38.7,44.24171596,7614893,2019
Washington,13,1129,0,38.7,44.24171596,7614893,2019
Washington,14,1189,0,45.3,44.24171596,7614893,2019
Washington,15,1147,0,45.3,44.24171596,7614893,2019
Washington,16,1144,0,45.3,44.24171596,7614893,2019
Washington,17,1036,0,45.3,44.24171596,7614893,2019
Washington,18,1124,0,57.5,44.24171596,7614893,2019
Washington,1,1163,0,34.2,44.24171596,7614893,2020
Washington,2,1241,0,34.2,44.24171596,7614893,2020
Washington,3,1220,0,34.2,44.24171596,7614893,2020
Washington,4,1187,0,34.2,44.24171596,7614893,2020
Washington,5,1193,0,32.4,44.24171596,7614893,2020
Washington,6,1167,0,32.4,44.24171596,7614893,2020
Washington,7,1171,0,32.4,44.24171596,7614893,2020
Washington,8,1107,0,32.4,44.24171596,7614893,2020
Washington,9,1128,0,32.4,44.24171596,7614893,2020
Washington,10,1194,1,38.7,44.24171596,7614893,2020
Washington,11,1151,1,38.7,44.24171596,7614893,2020
Washington,12,1204,1,38.7,44.24171596,7614893,2020
Washington,13,1267,1,38.7,44.24171596,7614893,2020
Washington,14,1253,1,45.3,44.24171596,7614893,2020
Washington,15,1181,1,45.3,44.24171596,7614893,2020
Washington,16,666,1,45.3,44.24171596,7614893,2020
Washington,17,29,1,45.3,44.24171596,7614893,2020
West Virginia,1,469,0,32,28.78576442,1792147,2019
West Virginia,2,466,0,32,28.78576442,1792147,2019
West Virginia,3,487,0,32,28.78576442,1792147,2019
West Virginia,4,494,0,32,28.78576442,1792147,2019
West Virginia,5,463,0,41.7,28.78576442,1792147,2019
West Virginia,6,434,0,41.7,28.78576442,1792147,2019
West Virginia,7,486,0,41.7,28.78576442,1792147,2019
West Virginia,8,407,0,41.7,28.78576442,1792147,2019
West Virginia,9,487,0,38,28.78576442,1792147,2019
West Virginia,10,451,0,38,28.78576442,1792147,2019
West Virginia,11,455,0,38,28.78576442,1792147,2019
West Virginia,12,469,0,38,28.78576442,1792147,2019
West Virginia,13,494,0,38,28.78576442,1792147,2019
West Virginia,14,466,0,47.7,28.78576442,1792147,2019
West Virginia,15,449,0,47.7,28.78576442,1792147,2019
West Virginia,16,450,0,47.7,28.78576442,1792147,2019
West Virginia,17,428,0,47.7,28.78576442,1792147,2019
West Virginia,18,434,0,67.9,28.78576442,1792147,2019
West Virginia,1,462,0,32,28.78576442,1792147,2020
West Virginia,2,481,0,32,28.78576442,1792147,2020
West Virginia,3,511,0,32,28.78576442,1792147,2020
West Virginia,4,432,0,32,28.78576442,1792147,2020
West Virginia,5,469,0,41.7,28.78576442,1792147,2020
West Virginia,6,475,0,41.7,28.78576442,1792147,2020
West Virginia,7,469,0,41.7,28.78576442,1792147,2020
