"","State","Week","Deaths","Covid.Feature","TAVG","Average.Population.Density","Population","Year","Covid.19.Deaths","Average.of.Death.from.2015.to2019","Estimated","V1"
"1","Alabama",1,1076,0,46.5,37.38041273,4903185,2019,0,1118.4,1076.76666666664,77.1389952893942
"2","Alabama",2,1090,0,46.5,37.38041273,4903185,2019,0,1141,1076.76666666664,77.1389952893942
"3","Alabama",3,1114,0,46.5,37.38041273,4903185,2019,0,1101.8,1076.76666666664,77.1389952893942
"4","Alabama",4,1063,0,46.5,37.38041273,4903185,2019,0,1094.2,1076.76666666664,77.1389952893942
"5","Alabama",5,1095,0,58,37.38041273,4903185,2019,0,1098.2,1076.76666666664,77.1389952893942
"6","Alabama",6,1092,0,58,37.38041273,4903185,2019,0,1099.8,1076.76666666664,77.1389952893942
"7","Alabama",7,1103,0,58,37.38041273,4903185,2019,0,1087.8,1076.76666666664,77.1389952893942
"8","Alabama",8,1064,0,58,37.38041273,4903185,2019,0,1065.2,1076.76666666664,77.1389952893942
"9","Alabama",9,1050,0,55.3,37.38041273,4903185,2019,0,1065.6,1076.76666666664,77.1389952893942
"10","Alabama",10,1062,0,55.3,37.38041273,4903185,2019,0,1054,1076.76666666664,77.1389952893942
"11","Alabama",11,1090,0,55.3,37.38041273,4903185,2019,0,1051,1076.76666666664,77.1389952893942
"12","Alabama",12,1012,0,55.3,37.38041273,4903185,2019,0,1011.4,1076.76666666664,77.1389952893942
"13","Alabama",13,1079,0,55.3,37.38041273,4903185,2019,0,995.8,1076.76666666664,77.1389952893942
"14","Alabama",14,1044,0,59.4,37.38041273,4903185,2019,0,1014.8,1076.76666666664,77.1389952893942
"15","Alabama",15,1031,0,59.4,37.38041273,4903185,2019,0,983.6,1076.76666666664,77.1389952893942
"16","Alabama",16,954,0,59.4,37.38041273,4903185,2019,0,991.6,1076.76666666664,77.1389952893942
"17","Alabama",17,1042,0,59.4,37.38041273,4903185,2019,0,990.4,1076.76666666664,77.1389952893942
"18","Alabama",18,1031,0,74.4,37.38041273,4903185,2019,0,968,1076.76666666664,77.1389952893942
"19","Alabama",1,1072,0,46.5,37.38041273,4903185,2020,0,1118.4,1089.24444444441,77.1389952893942
"20","Alabama",2,1116,0,46.5,37.38041273,4903185,2020,0,1141,1089.24444444441,77.1389952893942
"21","Alabama",3,1028,0,46.5,37.38041273,4903185,2020,0,1101.8,1089.24444444441,77.1389952893942
"22","Alabama",4,1040,0,46.5,37.38041273,4903185,2020,0,1094.2,1089.24444444441,77.1389952893942
"23","Alabama",5,1016,0,58,37.38041273,4903185,2020,0,1098.2,1089.24444444441,77.1389952893942
"24","Alabama",6,1100,0,58,37.38041273,4903185,2020,0,1099.8,1089.24444444441,77.1389952893942
"25","Alabama",7,1075,0,58,37.38041273,4903185,2020,0,1087.8,1089.24444444441,77.1389952893942
"26","Alabama",8,1064,0,58,37.38041273,4903185,2020,0,1065.2,1089.24444444441,77.1389952893942
"27","Alabama",9,1133,0,58,37.38041273,4903185,2020,0,1065.6,1089.24444444441,77.1389952893942
"28","Alabama",10,1004,1,55.3,37.38041273,4903185,2020,0,1054,1089.24444444441,77.1389952893942
"29","Alabama",11,1021,1,55.3,37.38041273,4903185,2020,0,1051,1089.24444444441,77.1389952893942
"30","Alabama",12,985,1,55.3,37.38041273,4903185,2020,0,1011.4,1089.24444444441,77.1389952893942
"31","Alabama",13,966,1,55.3,37.38041273,4903185,2020,20,995.8,1089.24444444441,77.1389952893942
"32","Alabama",14,1015,1,59.4,37.38041273,4903185,2020,49,1014.8,1089.24444444441,77.1389952893942
"33","Alabama",15,893,1,59.4,37.38041273,4903185,2020,77,983.6,1089.24444444441,77.1389952893942
"34","Alabama",16,619,1,59.4,37.38041273,4903185,2020,81,991.6,1089.24444444441,77.1389952893942
"35","Alabama",17,126,1,59.4,37.38041273,4903185,2020,56,990.4,1089.24444444441,77.1389952893942
"36","Arizona",1,1351,0,42.4,24.74011334,7278717,2019,0,1269.8,1268.58888888881,93.3844489509237
"37","Arizona",2,1350,0,42.4,24.74011334,7278717,2019,0,1289.6,1268.58888888881,93.3844489509237
"38","Arizona",3,1270,0,42.4,24.74011334,7278717,2019,0,1210.4,1268.58888888881,93.3844489509237
"39","Arizona",4,1253,0,42.4,24.74011334,7278717,2019,0,1260.6,1268.58888888881,93.3844489509237
"40","Arizona",5,1217,0,46.8,24.74011334,7278717,2019,0,1235.2,1268.58888888881,93.3844489509237
"41","Arizona",6,1204,0,46.8,24.74011334,7278717,2019,0,1221.6,1268.58888888881,93.3844489509237
"42","Arizona",7,1188,0,46.8,24.74011334,7278717,2019,0,1196.2,1268.58888888881,93.3844489509237
"43","Arizona",8,1313,0,46.8,24.74011334,7278717,2019,0,1191.6,1268.58888888881,93.3844489509237
"44","Arizona",9,1250,0,52.3,24.74011334,7278717,2019,0,1216,1268.58888888881,93.3844489509237
"45","Arizona",10,1252,0,52.3,24.74011334,7278717,2019,0,1231,1268.58888888881,93.3844489509237
"46","Arizona",11,1279,0,52.3,24.74011334,7278717,2019,0,1224.6,1268.58888888881,93.3844489509237
"47","Arizona",12,1192,0,52.3,24.74011334,7278717,2019,0,1184.2,1268.58888888881,93.3844489509237
"48","Arizona",13,1240,0,52.3,24.74011334,7278717,2019,0,1160,1268.58888888881,93.3844489509237
"49","Arizona",14,1254,0,62.9,24.74011334,7278717,2019,0,1174,1268.58888888881,93.3844489509237
"50","Arizona",15,1325,0,62.9,24.74011334,7278717,2019,0,1174,1268.58888888881,93.3844489509237
"51","Arizona",16,1167,0,62.9,24.74011334,7278717,2019,0,1131.4,1268.58888888881,93.3844489509237
"52","Arizona",17,1175,0,62.9,24.74011334,7278717,2019,0,1129.8,1268.58888888881,93.3844489509237
"53","Arizona",18,1160,0,68.5,24.74011334,7278717,2019,0,1106.2,1268.58888888881,93.3844489509237
"54","Arizona",1,1296,0,42.4,24.74011334,7278717,2020,0,1269.8,1302.71111111104,93.3844489509237
"55","Arizona",2,1386,0,42.4,24.74011334,7278717,2020,0,1289.6,1302.71111111104,93.3844489509237
"56","Arizona",3,1309,0,42.4,24.74011334,7278717,2020,0,1210.4,1302.71111111104,93.3844489509237
"57","Arizona",4,1271,0,42.4,24.74011334,7278717,2020,0,1260.6,1302.71111111104,93.3844489509237
"58","Arizona",5,1261,0,46.8,24.74011334,7278717,2020,0,1235.2,1302.71111111104,93.3844489509237
"59","Arizona",6,1258,0,46.8,24.74011334,7278717,2020,0,1221.6,1302.71111111104,93.3844489509237
"60","Arizona",7,1306,0,46.8,24.74011334,7278717,2020,0,1196.2,1302.71111111104,93.3844489509237
"61","Arizona",8,1328,0,46.8,24.74011334,7278717,2020,0,1191.6,1302.71111111104,93.3844489509237
"62","Arizona",9,1343,0,46.8,24.74011334,7278717,2020,0,1216,1302.71111111104,93.3844489509237
"63","Arizona",10,1371,1,52.3,24.74011334,7278717,2020,0,1231,1302.71111111104,93.3844489509237
"64","Arizona",11,1327,1,52.3,24.74011334,7278717,2020,0,1224.6,1302.71111111104,93.3844489509237
"65","Arizona",12,1261,1,52.3,24.74011334,7278717,2020,0,1184.2,1302.71111111104,93.3844489509237
"66","Arizona",13,1293,1,52.3,24.74011334,7278717,2020,28,1160,1302.71111111104,93.3844489509237
"67","Arizona",14,1307,1,62.9,24.74011334,7278717,2020,54,1174,1302.71111111104,93.3844489509237
"68","Arizona",15,1291,1,62.9,24.74011334,7278717,2020,82,1174,1302.71111111104,93.3844489509237
"69","Arizona",16,949,1,62.9,24.74011334,7278717,2020,86,1131.4,1302.71111111104,93.3844489509237
"70","Arizona",17,213,1,62.9,24.74011334,7278717,2020,89,1129.8,1302.71111111104,93.3844489509237
"71","Arkansas",1,692,0,40.8,22.39225347,3017804,2019,0,692.6,651.011111111096,49.1234578115771
"72","Arkansas",2,602,0,40.8,22.39225347,3017804,2019,0,664.2,651.011111111096,49.1234578115771
"73","Arkansas",3,662,0,40.8,22.39225347,3017804,2019,0,666.6,651.011111111096,49.1234578115771
"74","Arkansas",4,650,0,40.8,22.39225347,3017804,2019,0,654.8,651.011111111096,49.1234578115771
"75","Arkansas",5,671,0,45.9,22.39225347,3017804,2019,0,654.8,651.011111111096,49.1234578115771
"76","Arkansas",6,665,0,45.9,22.39225347,3017804,2019,0,651,651.011111111096,49.1234578115771
"77","Arkansas",7,695,0,45.9,22.39225347,3017804,2019,0,644.2,651.011111111096,49.1234578115771
"78","Arkansas",8,723,0,45.9,22.39225347,3017804,2019,0,677.2,651.011111111096,49.1234578115771
"79","Arkansas",9,643,0,53.8,22.39225347,3017804,2019,0,634.6,651.011111111096,49.1234578115771
"80","Arkansas",10,686,0,53.8,22.39225347,3017804,2019,0,640.4,651.011111111096,49.1234578115771
"81","Arkansas",11,703,0,53.8,22.39225347,3017804,2019,0,627,651.011111111096,49.1234578115771
"82","Arkansas",12,671,0,53.8,22.39225347,3017804,2019,0,606.8,651.011111111096,49.1234578115771
"83","Arkansas",13,660,0,53.8,22.39225347,3017804,2019,0,628,651.011111111096,49.1234578115771
"84","Arkansas",14,645,0,55.2,22.39225347,3017804,2019,0,604.6,651.011111111096,49.1234578115771
"85","Arkansas",15,645,0,55.2,22.39225347,3017804,2019,0,614.6,651.011111111096,49.1234578115771
"86","Arkansas",16,616,0,55.2,22.39225347,3017804,2019,0,584.8,651.011111111096,49.1234578115771
"87","Arkansas",17,586,0,55.2,22.39225347,3017804,2019,0,591,651.011111111096,49.1234578115771
"88","Arkansas",18,588,0,75,22.39225347,3017804,2019,0,589.6,651.011111111096,49.1234578115771
"89","Arkansas",1,672,0,40.8,22.39225347,3017804,2020,0,692.6,659.105555555543,49.1234578115771
"90","Arkansas",2,685,0,40.8,22.39225347,3017804,2020,0,664.2,659.105555555543,49.1234578115771
"91","Arkansas",3,655,0,40.8,22.39225347,3017804,2020,0,666.6,659.105555555543,49.1234578115771
"92","Arkansas",4,616,0,40.8,22.39225347,3017804,2020,0,654.8,659.105555555543,49.1234578115771
"93","Arkansas",5,677,0,45.9,22.39225347,3017804,2020,0,654.8,659.105555555543,49.1234578115771
"94","Arkansas",6,665,0,45.9,22.39225347,3017804,2020,0,651,659.105555555543,49.1234578115771
"95","Arkansas",7,686,0,45.9,22.39225347,3017804,2020,0,644.2,659.105555555543,49.1234578115771
"96","Arkansas",8,690,0,45.9,22.39225347,3017804,2020,0,677.2,659.105555555543,49.1234578115771
"97","Arkansas",9,650,0,45.9,22.39225347,3017804,2020,0,634.6,659.105555555543,49.1234578115771
"98","Arkansas",10,689,1,53.8,22.39225347,3017804,2020,0,640.4,659.105555555543,49.1234578115771
"99","Arkansas",11,611,1,53.8,22.39225347,3017804,2020,0,627,659.105555555543,49.1234578115771
"100","Arkansas",12,616,1,53.8,22.39225347,3017804,2020,0,606.8,659.105555555543,49.1234578115771
"101","Arkansas",13,614,1,53.8,22.39225347,3017804,2020,0,628,659.105555555543,49.1234578115771
"102","Arkansas",14,563,1,55.2,22.39225347,3017804,2020,0,604.6,659.105555555543,49.1234578115771
"103","Arkansas",15,542,1,55.2,22.39225347,3017804,2020,12,614.6,659.105555555543,49.1234578115771
"104","Arkansas",16,440,1,55.2,22.39225347,3017804,2020,10,584.8,659.105555555543,49.1234578115771
"105","Arkansas",17,144,1,55.2,22.39225347,3017804,2020,12,591,659.105555555543,49.1234578115771
"106","California",1,5692,0,46,97.81899676,39512223,2019,0,6076.4,5638.34444444426,398.560600078685
"107","California",2,5780,0,46,97.81899676,39512223,2019,0,6074.6,5638.34444444426,398.560600078685
"108","California",3,5654,0,46,97.81899676,39512223,2019,0,5786.2,5638.34444444426,398.560600078685
"109","California",4,5519,0,46,97.81899676,39512223,2019,0,5607.2,5638.34444444426,398.560600078685
"110","California",5,5467,0,46.6,97.81899676,39512223,2019,0,5662,5638.34444444426,398.560600078685
"111","California",6,5603,0,46.6,97.81899676,39512223,2019,0,5609.4,5638.34444444426,398.560600078685
"112","California",7,5644,0,46.6,97.81899676,39512223,2019,0,5587.6,5638.34444444426,398.560600078685
"113","California",8,5818,0,46.6,97.81899676,39512223,2019,0,5515.8,5638.34444444426,398.560600078685
"114","California",9,5867,0,48.9,97.81899676,39512223,2019,0,5618.4,5638.34444444426,398.560600078685
"115","California",10,5677,0,48.9,97.81899676,39512223,2019,0,5522.8,5638.34444444426,398.560600078685
"116","California",11,5590,0,48.9,97.81899676,39512223,2019,0,5475.8,5638.34444444426,398.560600078685
"117","California",12,5531,0,48.9,97.81899676,39512223,2019,0,5257.4,5638.34444444426,398.560600078685
"118","California",13,5511,0,48.9,97.81899676,39512223,2019,0,5195.4,5638.34444444426,398.560600078685
"119","California",14,5480,0,57.1,97.81899676,39512223,2019,0,5245.8,5638.34444444426,398.560600078685
"120","California",15,5215,0,57.1,97.81899676,39512223,2019,0,5118,5638.34444444426,398.560600078685
"121","California",16,5199,0,57.1,97.81899676,39512223,2019,0,5046.8,5638.34444444426,398.560600078685
"122","California",17,5086,0,57.1,97.81899676,39512223,2019,0,5085.2,5638.34444444426,398.560600078685
"123","California",18,5029,0,63,97.81899676,39512223,2019,0,4997.8,5638.34444444426,398.560600078685
"124","California",1,5878,0,46,97.81899676,39512223,2020,0,6076.4,5721.8888888887,398.560600078685
"125","California",2,5862,0,46,97.81899676,39512223,2020,0,6074.6,5721.8888888887,398.560600078685
"126","California",3,5813,0,46,97.81899676,39512223,2020,0,5786.2,5721.8888888887,398.560600078685
"127","California",4,5815,0,46,97.81899676,39512223,2020,0,5607.2,5721.8888888887,398.560600078685
"128","California",5,5666,0,46.6,97.81899676,39512223,2020,0,5662,5721.8888888887,398.560600078685
"129","California",6,5882,0,46.6,97.81899676,39512223,2020,0,5609.4,5721.8888888887,398.560600078685
"130","California",7,5557,0,46.6,97.81899676,39512223,2020,0,5587.6,5721.8888888887,398.560600078685
"131","California",8,5773,0,46.6,97.81899676,39512223,2020,0,5515.8,5721.8888888887,398.560600078685
"132","California",9,5639,0,46.6,97.81899676,39512223,2020,0,5618.4,5721.8888888887,398.560600078685
"133","California",10,5680,1,48.9,97.81899676,39512223,2020,0,5522.8,5721.8888888887,398.560600078685
"134","California",11,5399,1,48.9,97.81899676,39512223,2020,0,5475.8,5721.8888888887,398.560600078685
"135","California",12,5562,1,48.9,97.81899676,39512223,2020,40,5257.4,5721.8888888887,398.560600078685
"136","California",13,5547,1,48.9,97.81899676,39512223,2020,122,5195.4,5721.8888888887,398.560600078685
"137","California",14,5732,1,57.1,97.81899676,39512223,2020,280,5245.8,5721.8888888887,398.560600078685
"138","California",15,5441,1,57.1,97.81899676,39512223,2020,357,5118,5721.8888888887,398.560600078685
"139","California",16,4320,1,57.1,97.81899676,39512223,2020,469,5046.8,5721.8888888887,398.560600078685
"140","California",17,1184,1,57.1,97.81899676,39512223,2020,343,5085.2,5721.8888888887,398.560600078685
"141","Colorado",1,836,0,25.9,21.45327951,5758736,2019,0,834.2,808.34444444441,47.7966144675206
"142","Colorado",2,831,0,25.9,21.45327951,5758736,2019,0,834.2,808.34444444441,47.7966144675206
"143","Colorado",3,827,0,25.9,21.45327951,5758736,2019,0,779,808.34444444441,47.7966144675206
"144","Colorado",4,768,0,25.9,21.45327951,5758736,2019,0,787.4,808.34444444441,47.7966144675206
"145","Colorado",5,783,0,28.6,21.45327951,5758736,2019,0,772.8,808.34444444441,47.7966144675206
"146","Colorado",6,794,0,28.6,21.45327951,5758736,2019,0,782.4,808.34444444441,47.7966144675206
"147","Colorado",7,853,0,28.6,21.45327951,5758736,2019,0,795,808.34444444441,47.7966144675206
"148","Colorado",8,810,0,28.6,21.45327951,5758736,2019,0,776,808.34444444441,47.7966144675206
"149","Colorado",9,812,0,37.8,21.45327951,5758736,2019,0,753,808.34444444441,47.7966144675206
"150","Colorado",10,840,0,37.8,21.45327951,5758736,2019,0,779.8,808.34444444441,47.7966144675206
"151","Colorado",11,819,0,37.8,21.45327951,5758736,2019,0,778.8,808.34444444441,47.7966144675206
"152","Colorado",12,809,0,37.8,21.45327951,5758736,2019,0,785,808.34444444441,47.7966144675206
"153","Colorado",13,782,0,37.8,21.45327951,5758736,2019,0,762.6,808.34444444441,47.7966144675206
"154","Colorado",14,747,0,43.9,21.45327951,5758736,2019,0,756.8,808.34444444441,47.7966144675206
"155","Colorado",15,804,0,43.9,21.45327951,5758736,2019,0,776.8,808.34444444441,47.7966144675206
"156","Colorado",16,757,0,43.9,21.45327951,5758736,2019,0,750.8,808.34444444441,47.7966144675206
"157","Colorado",17,726,0,43.9,21.45327951,5758736,2019,0,729.4,808.34444444441,47.7966144675206
"158","Colorado",18,780,0,57.2,21.45327951,5758736,2019,0,734.4,808.34444444441,47.7966144675206
"159","Colorado",1,853,0,25.9,21.45327951,5758736,2020,0,834.2,824.505555555523,47.7966144675206
"160","Colorado",2,872,0,25.9,21.45327951,5758736,2020,0,834.2,824.505555555523,47.7966144675206
"161","Colorado",3,847,0,25.9,21.45327951,5758736,2020,0,779,824.505555555523,47.7966144675206
"162","Colorado",4,850,0,25.9,21.45327951,5758736,2020,0,787.4,824.505555555523,47.7966144675206
"163","Colorado",5,789,0,28.6,21.45327951,5758736,2020,0,772.8,824.505555555523,47.7966144675206
"164","Colorado",6,843,0,28.6,21.45327951,5758736,2020,0,782.4,824.505555555523,47.7966144675206
"165","Colorado",7,803,0,28.6,21.45327951,5758736,2020,0,795,824.505555555523,47.7966144675206
"166","Colorado",8,878,0,28.6,21.45327951,5758736,2020,0,776,824.505555555523,47.7966144675206
"167","Colorado",9,840,0,28.6,21.45327951,5758736,2020,0,753,824.505555555523,47.7966144675206
"168","Colorado",10,817,1,37.8,21.45327951,5758736,2020,0,779.8,824.505555555523,47.7966144675206
"169","Colorado",11,810,1,37.8,21.45327951,5758736,2020,0,778.8,824.505555555523,47.7966144675206
"170","Colorado",12,883,1,37.8,21.45327951,5758736,2020,16,785,824.505555555523,47.7966144675206
"171","Colorado",13,840,1,37.8,21.45327951,5758736,2020,44,762.6,824.505555555523,47.7966144675206
"172","Colorado",14,919,1,43.9,21.45327951,5758736,2020,126,756.8,824.505555555523,47.7966144675206
"173","Colorado",15,1019,1,43.9,21.45327951,5758736,2020,194,776.8,824.505555555523,47.7966144675206
"174","Colorado",16,800,1,43.9,21.45327951,5758736,2020,186,750.8,824.505555555523,47.7966144675206
"175","Colorado",17,199,1,43.9,21.45327951,5758736,2020,179,729.4,824.505555555523,47.7966144675206
"176","Connecticut",1,631,0,27.1,284.297288,3565287,2019,0,650.8,651.222222222204,41.9250803165666
"177","Connecticut",2,628,0,27.1,284.297288,3565287,2019,0,669,651.222222222204,41.9250803165666
"178","Connecticut",3,627,0,27.1,284.297288,3565287,2019,0,665.8,651.222222222204,41.9250803165666
"179","Connecticut",4,735,0,27.1,284.297288,3565287,2019,0,669.2,651.222222222204,41.9250803165666
"180","Connecticut",5,658,0,35.6,284.297288,3565287,2019,0,668.8,651.222222222204,41.9250803165666
"181","Connecticut",6,689,0,35.6,284.297288,3565287,2019,0,674,651.222222222204,41.9250803165666
"182","Connecticut",7,671,0,35.6,284.297288,3565287,2019,0,652,651.222222222204,41.9250803165666
"183","Connecticut",8,681,0,35.6,284.297288,3565287,2019,0,646.8,651.222222222204,41.9250803165666
"184","Connecticut",9,654,0,36.4,284.297288,3565287,2019,0,650.8,651.222222222204,41.9250803165666
"185","Connecticut",10,645,0,36.4,284.297288,3565287,2019,0,634.6,651.222222222204,41.9250803165666
"186","Connecticut",11,677,0,36.4,284.297288,3565287,2019,0,612.4,651.222222222204,41.9250803165666
"187","Connecticut",12,683,0,36.4,284.297288,3565287,2019,0,645.6,651.222222222204,41.9250803165666
"188","Connecticut",13,629,0,36.4,284.297288,3565287,2019,0,614.6,651.222222222204,41.9250803165666
"189","Connecticut",14,638,0,43.4,284.297288,3565287,2019,0,640.8,651.222222222204,41.9250803165666
"190","Connecticut",15,657,0,43.4,284.297288,3565287,2019,0,630.2,651.222222222204,41.9250803165666
"191","Connecticut",16,598,0,43.4,284.297288,3565287,2019,0,604.4,651.222222222204,41.9250803165666
"192","Connecticut",17,609,0,43.4,284.297288,3565287,2019,0,605.6,651.222222222204,41.9250803165666
"193","Connecticut",18,614,0,62.2,284.297288,3565287,2019,0,576.2,651.222222222204,41.9250803165666
"194","Connecticut",1,487,0,27.1,284.297288,3565287,2020,0,650.8,657.066666666646,41.9250803165666
"195","Connecticut",2,497,0,27.1,284.297288,3565287,2020,0,669,657.066666666646,41.9250803165666
"196","Connecticut",3,520,0,27.1,284.297288,3565287,2020,0,665.8,657.066666666646,41.9250803165666
"197","Connecticut",4,524,0,27.1,284.297288,3565287,2020,0,669.2,657.066666666646,41.9250803165666
"198","Connecticut",5,458,0,35.6,284.297288,3565287,2020,0,668.8,657.066666666646,41.9250803165666
"199","Delaware",1,185,0,34.9,192.9047723,973764,2019,0,206.4,187.199999999995,18.1882547056734
"200","Delaware",2,195,0,34.9,192.9047723,973764,2019,0,199.6,187.199999999995,18.1882547056734
"201","Delaware",3,199,0,34.9,192.9047723,973764,2019,0,194.6,187.199999999995,18.1882547056734
"202","Delaware",4,186,0,34.9,192.9047723,973764,2019,0,195.8,187.199999999995,18.1882547056734
"203","Delaware",5,190,0,42.9,192.9047723,973764,2019,0,180.2,187.199999999995,18.1882547056734
"204","Delaware",6,182,0,42.9,192.9047723,973764,2019,0,182.4,187.199999999995,18.1882547056734
"205","Delaware",7,194,0,42.9,192.9047723,973764,2019,0,193.2,187.199999999995,18.1882547056734
"206","Delaware",8,187,0,42.9,192.9047723,973764,2019,0,184,187.199999999995,18.1882547056734
"207","Delaware",9,174,0,40.3,192.9047723,973764,2019,0,174.6,187.199999999995,18.1882547056734
"208","Delaware",10,207,0,40.3,192.9047723,973764,2019,0,183.2,187.199999999995,18.1882547056734
"209","Delaware",11,184,0,40.3,192.9047723,973764,2019,0,183.6,187.199999999995,18.1882547056734
"210","Delaware",12,177,0,40.3,192.9047723,973764,2019,0,182.2,187.199999999995,18.1882547056734
"211","Delaware",13,185,0,40.3,192.9047723,973764,2019,0,194.6,187.199999999995,18.1882547056734
"212","Delaware",14,163,0,51.4,192.9047723,973764,2019,0,169.2,187.199999999995,18.1882547056734
"213","Delaware",15,147,0,51.4,192.9047723,973764,2019,0,174.6,187.199999999995,18.1882547056734
"214","Delaware",16,183,0,51.4,192.9047723,973764,2019,0,183.4,187.199999999995,18.1882547056734
"215","Delaware",17,165,0,51.4,192.9047723,973764,2019,0,164,187.199999999995,18.1882547056734
"216","Delaware",18,149,0,68.1,192.9047723,973764,2019,0,160.2,187.199999999995,18.1882547056734
"217","Delaware",1,196,0,34.9,192.9047723,973764,2020,0,206.4,188.972222222217,18.1882547056734
"218","Delaware",2,190,0,34.9,192.9047723,973764,2020,0,199.6,188.972222222217,18.1882547056734
"219","Delaware",3,187,0,34.9,192.9047723,973764,2020,0,194.6,188.972222222217,18.1882547056734
"220","Delaware",4,183,0,34.9,192.9047723,973764,2020,0,195.8,188.972222222217,18.1882547056734
"221","Delaware",5,178,0,42.9,192.9047723,973764,2020,0,180.2,188.972222222217,18.1882547056734
"222","Delaware",6,185,0,42.9,192.9047723,973764,2020,0,182.4,188.972222222217,18.1882547056734
"223","Delaware",7,198,0,42.9,192.9047723,973764,2020,0,193.2,188.972222222217,18.1882547056734
"224","Delaware",8,185,0,42.9,192.9047723,973764,2020,0,184,188.972222222217,18.1882547056734
"225","Delaware",9,156,0,42.9,192.9047723,973764,2020,0,174.6,188.972222222217,18.1882547056734
"226","Delaware",10,181,1,40.3,192.9047723,973764,2020,0,183.2,188.972222222217,18.1882547056734
"227","Delaware",11,168,1,40.3,192.9047723,973764,2020,0,183.6,188.972222222217,18.1882547056734
"228","Delaware",12,182,1,40.3,192.9047723,973764,2020,0,182.2,188.972222222217,18.1882547056734
"229","Delaware",13,135,1,40.3,192.9047723,973764,2020,0,194.6,188.972222222217,18.1882547056734
"230","Delaware",14,156,1,51.4,192.9047723,973764,2020,0,169.2,188.972222222217,18.1882547056734
"231","Delaware",15,134,1,51.4,192.9047723,973764,2020,20,174.6,188.972222222217,18.1882547056734
"232","Delaware",16,84,1,51.4,192.9047723,973764,2020,30,183.4,188.972222222217,18.1882547056734
"233","Delaware",17,19,1,51.4,192.9047723,973764,2020,52,164,188.972222222217,18.1882547056734
"234","Florida",1,4220,0,58.4,154.6405848,21477737,2019,0,4173.6,4293.03333333312,215.223957623405
"235","Florida",2,4202,0,58.4,154.6405848,21477737,2019,0,4260.6,4293.03333333312,215.223957623405
"236","Florida",3,4201,0,58.4,154.6405848,21477737,2019,0,4262.6,4293.03333333312,215.223957623405
"237","Florida",4,4180,0,58.4,154.6405848,21477737,2019,0,4192,4293.03333333312,215.223957623405
"238","Florida",5,4342,0,69.2,154.6405848,21477737,2019,0,4337.6,4293.03333333312,215.223957623405
"239","Florida",6,4327,0,69.2,154.6405848,21477737,2019,0,4286.8,4293.03333333312,215.223957623405
"240","Florida",7,4282,0,69.2,154.6405848,21477737,2019,0,4271.4,4293.03333333312,215.223957623405
"241","Florida",8,4165,0,69.2,154.6405848,21477737,2019,0,4238,4293.03333333312,215.223957623405
"242","Florida",9,4289,0,63,154.6405848,21477737,2019,0,4175,4293.03333333312,215.223957623405
"243","Florida",10,4157,0,63,154.6405848,21477737,2019,0,4186.2,4293.03333333312,215.223957623405
"244","Florida",11,4193,0,63,154.6405848,21477737,2019,0,4159.2,4293.03333333312,215.223957623405
"245","Florida",12,4190,0,63,154.6405848,21477737,2019,0,4146,4293.03333333312,215.223957623405
"246","Florida",13,4354,0,63,154.6405848,21477737,2019,0,4117,4293.03333333312,215.223957623405
"247","Florida",14,4224,0,70.2,154.6405848,21477737,2019,0,4054.2,4293.03333333312,215.223957623405
"248","Florida",15,4277,0,70.2,154.6405848,21477737,2019,0,4017.2,4293.03333333312,215.223957623405
"249","Florida",16,4102,0,70.2,154.6405848,21477737,2019,0,3924,4293.03333333312,215.223957623405
"250","Florida",17,4122,0,70.2,154.6405848,21477737,2019,0,3872.4,4293.03333333312,215.223957623405
"251","Florida",18,4070,0,76.5,154.6405848,21477737,2019,0,3908.4,4293.03333333312,215.223957623405
"252","Florida",1,4341,0,58.4,154.6405848,21477737,2020,0,4173.6,4367.82222222199,215.223957623405
"253","Florida",2,4407,0,58.4,154.6405848,21477737,2020,0,4260.6,4367.82222222199,215.223957623405
"254","Florida",3,4385,0,58.4,154.6405848,21477737,2020,0,4262.6,4367.82222222199,215.223957623405
"255","Florida",4,4388,0,58.4,154.6405848,21477737,2020,0,4192,4367.82222222199,215.223957623405
"256","Florida",5,4420,0,69.2,154.6405848,21477737,2020,0,4337.6,4367.82222222199,215.223957623405
"257","Florida",6,4382,0,69.2,154.6405848,21477737,2020,0,4286.8,4367.82222222199,215.223957623405
"258","Florida",7,4356,0,69.2,154.6405848,21477737,2020,0,4271.4,4367.82222222199,215.223957623405
"259","Florida",8,4412,0,69.2,154.6405848,21477737,2020,0,4238,4367.82222222199,215.223957623405
"260","Florida",9,4394,0,69.2,154.6405848,21477737,2020,0,4175,4367.82222222199,215.223957623405
"261","Florida",10,4516,1,63,154.6405848,21477737,2020,0,4186.2,4367.82222222199,215.223957623405
"262","Florida",11,4424,1,63,154.6405848,21477737,2020,0,4159.2,4367.82222222199,215.223957623405
"263","Florida",12,4348,1,63,154.6405848,21477737,2020,17,4146,4367.82222222199,215.223957623405
"264","Florida",13,4424,1,63,154.6405848,21477737,2020,92,4117,4367.82222222199,215.223957623405
"265","Florida",14,4397,1,70.2,154.6405848,21477737,2020,218,4054.2,4367.82222222199,215.223957623405
"266","Florida",15,4213,1,70.2,154.6405848,21477737,2020,299,4017.2,4367.82222222199,215.223957623405
"267","Florida",16,3181,1,70.2,154.6405848,21477737,2020,300,3924,4367.82222222199,215.223957623405
